edge,clr,aracne,grnboost,mrnet,tinge,wgcna
AT5G40330-AT5G53200,3.5742,,1121.7911,0.0150095627159446,,6.43976235278504e-05
AT5G23010-AT5G61420,14.297035,,3357.8920000000007,0.0403936479412981,,0.00519632977219094
AT5G12870-AT5G62380,8.185194000000001,,420.4015,0.0142688113255108,,0.000145613984322648
AT3G57390-AT5G13790,3.5365620000000004,,1151.9454,0.0120661809503809,,5.44879462548321e-05
AT3G54220-AT5G03150,14.938305,0.19583398332499555,2607.0205,0.043524453415206,0.111721,0.0064693088661583
AT3G54320-AT5G52920,0.991665,,2455.1428,0.0087321677683597,0.199833,5.0940564321741e-05
AT3G54320-AT5G52920,0.991665,,2455.1428,0.0087321677683597,0.199833,0.0151589628545869
AT3G54320-AT5G52920,0.991665,,2455.1428,0.0673846573242635,0.199833,5.0940564321741e-05
AT3G54320-AT5G52920,0.991665,,2455.1428,0.0673846573242635,0.199833,0.0151589628545869
AT3G54320-AT5G52920,6.021561,,2455.1428,0.0087321677683597,0.199833,5.0940564321741e-05
AT3G54320-AT5G52920,6.021561,,2455.1428,0.0087321677683597,0.199833,0.0151589628545869
AT3G54320-AT5G52920,6.021561,,2455.1428,0.0673846573242635,0.199833,5.0940564321741e-05
AT3G54320-AT5G52920,6.021561,,2455.1428,0.0673846573242635,0.199833,0.0151589628545869
AT3G50970-AT5G05410,7.232728,,663.8559,0.0525269710448994,,0.00285710818884985
AT4G39950-AT5G60890,14.199553,0.21555405430045504,3396.1453,0.0545509662087854,0.149302,0.00498355417260119
AT4G34160-AT4G37750,16.341869,0.2010756580150725,1964.7926,0.0686210273853509,0.136596,0.00158029089062456
AT4G32880-AT4G37650,14.426298,0.2302695228373859,379.1582,0.0136627832704717,,0.00416012718865459
AT4G31500-AT5G60890,13.426124,0.2277349754023063,1052.9369,0.031582099410794,,0.00578524944247115
AT4G25470-AT5G59820,8.276813,,,0.0408784757337638,,0.00601102531366129
AT4G25470-AT4G25480,18.667532,0.2120401528132075,5943.685,0.110543619012971,0.159475,0.00673630145450835
