edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
AT2G26250-AT3G28910,,0.16903334735668984,,0.18829481823201355,,,,,,,,,,,,,,,,,0.18829481823201355,0.1786640827943517
AT2G22540-AT4G35900,,,,,,,,,0.08130901071057617,,,,,,,,,,,,0.08130901071057617,0.08130901071057617
AT3G12580-AT5G05410,,,,0.3305847375428679,,,,,,,,,,,,,,,,,0.3305847375428679,0.3305847375428679
AT2G26150-AT3G24500,0.5962526651477211,0.31455512340463593,0.5704151462052601,,,0.5909080503585001,,,,0.5236469173846879,0.32670957411950474,,,,0.8153878423150376,0.6293911114285927,0.5365274233097326,0.4480715150435,0.8851237221651959,0.4472627796902746,0.8851237221651959,0.5570209892143871
AT2G20180-AT5G42750,,,,,,,,,,,,,,,,,,,,0.17290128411376166,0.17290128411376166,0.17290128411376166
AT1G77760-AT5G57660,,,0.3028258284486688,,,,,,,,,,,,,,,,,,0.3028258284486688,0.3028258284486688
AT2G37630-AT2G45190,,,,,,,,,,,0.40619853543899626,,,,,,,,,,0.40619853543899626,0.40619853543899626
AT2G37630-AT4G08150,,,,,,,,,,,,,0.1339196672338991,,,,,,,,0.1339196672338991,0.1339196672338991
AT1G03840-AT4G37650,,,,,,,,,0.1985609506701895,,,,,,,,,,0.4072730483945565,,0.4072730483945565,0.302916999532373
AT4G13770-AT5G61420,0.4303042400374205,0.3594954014878907,0.5252032366531667,0.3436685662277445,0.4362067393254833,0.4391826892919445,,0.3956600322283548,,0.4680883393191225,0.22288374100919744,0.3546192988425696,0.4033644766558495,0.4720176894768001,0.5006985744855318,0.4716909680743727,0.5297731373220856,0.4257441679091228,0.6648932457767334,0.31803686018743904,0.6648932457767334,0.4311961891283794
AT4G13770-AT5G07690,,,,,,,,,,,,,,,,,0.4574710753758179,,,,0.4574710753758179,0.4574710753758179
AT3G22840-AT5G11260,0.3051683673632842,,0.26191944020490365,,0.2060011773013417,,,,,,,,,,,,,,,0.32446402798535057,0.32446402798535057,0.27438825321372
AT5G07690-AT5G23010,0.3207903072703041,,,,,,,,,,,,,,,,,,,,0.3207903072703041,0.3207903072703041
AT5G07690-AT5G61420,,,,,,,,,,,,,,,,,,,,0.2706900849645386,0.2706900849645386,0.2706900849645386
AT4G03060-AT5G61420,,,,,,,,,,0.4857693718122285,,,,,,,,,,,0.4857693718122285,0.4857693718122285
AT1G66200-AT4G36540,,,,,,,0.2102001465279064,,,,,,,,,,,,,,0.2102001465279064,0.2102001465279064
AT2G14560-AT3G56400,,0.23745528933122176,,0.20047629347469653,,,0.2727859485187741,0.4827319167274804,,0.5714060372589912,,0.22809071108285794,0.3034494325231573,,,,0.532286363098868,0.30827342756971765,,0.34957324649355365,0.5714060372589912,0.3486528666079318
AT1G34370-AT5G07440,,0.2408045496504112,,0.2805409535246237,,,,0.4329056857028208,,,,,0.3475932606167328,,0.4777610922708244,0.5089985866970129,,0.4896430734158232,0.5628159070655178,,0.5628159070655178,0.4176328886179709
AT2G42540-AT4G25480,,0.13445215039194167,,,,,,,,,,,,,,,,,,,0.13445215039194167,0.13445215039194167
AT2G15620-AT5G61420,,0.16370581730961506,,,,,,,,,,0.2731606103089709,,,,0.2948149006443111,,0.2502193848803708,,,0.2948149006443111,0.24547517828581694
AT1G09080-AT1G42990,,,,,,,,,0.1423107124390189,,,,,,,,,,,,0.1423107124390189,0.1423107124390189
