edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
ATCG00760-ATMG00660,,,,3.9445690000000004,,,6.882712,3.5431230000000005,17.160767,6.860817999999999,,4.810496,5.6478230000000025,,,,,6.085038,,,17.160767,6.86691825
ATCG00760-ATMG00650,,,,,,,,,5.647086,,,,,,,,,,,,5.647086,5.647086
ATCG00760-ATMG00160,,,,,,,,,,,,,4.021082,,,,,,,,4.021082,4.021082
ATCG00760-ATMG00670,,,,,,,,,8.469685,4.897727,,,3.8389339999999996,,,,,4.3865419999999995,,,8.469685,5.3982220000000005
ATCG00760-ATMG00690,,,,,,,,,5.419613,,,,,,,,,,,,5.419613,5.419613
ATCG00760-ATMG00630,,,,,,,,,9.536788,,,,5.508495,,,,,3.9953,,,9.536788,6.346861
ATCG00760-ATMG00070,,,,,,,,,8.543130999999999,,,,5.572985,,,,,,,,8.543130999999999,7.058057999999999
ATCG00760-ATMG00120,,,,,,,,,4.634239,,,,,,,,,,,,4.634239,4.634239
ATCG00770-ATMG00660,4.7071190000000005,4.127717,3.6084129999999996,5.203375,,,6.8666350000000005,,13.849144,7.030191,4.9569980000000005,4.922008,5.749665,,,,,6.4474839999999976,,,13.849144,6.1335226363636375
ATCG00770-ATMG00650,3.6028480000000003,,,,,,,,6.993683,,,,,,,,,4.2420870000000015,,,6.993683,4.946206
ATCG00770-ATMG00160,,,7.12325,,,,,,3.969989,,,,,,,,,,,,7.12325,5.5466195
ATCG00770-ATMG00670,,,,,,,,,8.029404,6.829761,,,,,,,,4.902444999999998,,,8.029404,6.587203333333334
ATCG00770-ATMG00110,,,,,,,,,3.600286,,,,,,,,,,,,3.600286,3.600286
ATCG00770-ATMG00690,,,,,,,,,7.241558,,,,,,,,,,,,7.241558,7.241558
ATCG00770-ATMG00630,4.972861,,,,,,,,8.631232,,,,,,,,,5.987787,,,8.631232,6.530626666666668
ATCG00770-ATMG00070,3.884124,,6.1591580000000015,,,,,,9.341118,,,,3.577578,,,,,4.959594,,,9.341118,5.584314399999999
ATCG00770-ATMG00120,,,,,,,,,4.715625,,,,,,,,,,,,4.715625,4.715625
ATCG00800-ATMG00660,4.24335,,,4.16721,,3.954673,5.688573,,14.510311999999999,5.4793730000000025,,5.503565,5.787914,,,4.314611,,,,,14.510311999999999,5.961064555555558
ATCG00800-ATMG00640,4.7352870000000005,,,,,,,,,,,,,,,,,,,,4.7352870000000005,4.7352870000000005
ATCG00800-ATMG00650,3.9374599999999997,,,,,,,,6.2489050000000015,,,,,,,,,,,,6.2489050000000015,5.093182499999998
ATCG00800-ATMG00160,,,,,,,,,3.668864,,,,,,,4.77721,,,,,4.77721,4.2230370000000015
ATCG00800-ATMG00670,,,,,,,,,3.809243,,,,,,,,,,,,3.809243,3.809243
ATCG00800-ATMG00690,,,,,,,,,7.616227999999999,,,,,,,5.0101949999999995,,,,,7.616227999999999,6.3132114999999995
ATCG00800-ATMG00630,,,,,,,,,4.977953,,,,,,,,,,,,4.977953,4.977953
ATCG00800-ATMG00070,4.639719,,,,,,,,9.564651,,,,6.119764,,,4.687757,,,,,9.564651,6.2529727500000005
ATCG00800-ATMG00120,,,,,,,,,3.948438,,,,,,,,,,,,3.948438,3.948438
ATCG00790-ATMG00660,,7.6395839999999975,8.646699,,,,10.967737,7.338842,23.875702,11.543242999999999,6.8090990000000025,5.658025,9.060853999999999,,,4.280628,,6.2869730000000015,,4.104832,23.875702,8.851018166666668
ATCG00790-ATMG00650,,,,,,,,,5.663247,,,,,,,,,,,,5.663247,5.663247
ATCG00790-ATMG00160,,,,,,,,,4.214059,,,,,,,,,,,,4.214059,4.214059
ATCG00790-ATMG00670,,,,,,,3.927164,,13.2642,3.9079580000000003,,,,,,,,4.384041000000002,,,13.2642,6.37084075
