edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
ATCG00530-ATMG00070,,,,,,,,,0.0370735325096055,,,,,,,,,,,,0.0370735325096055,0.0370735325096055
ATCG00540-ATMG00660,,,,,,,,,,,0.0272572486501952,,,,,,,,,,0.0272572486501952,0.0272572486501952
ATCG00140-ATMG00660,,,,,,,,,,0.031139256543778,,,,0.0116245510830661,,,,,,,0.031139256543778,0.02138190381342205
ATCG00130-ATMG00630,,,,,,,,,0.0181168128355921,,0.0311771693673506,,,,,,,,,,0.0311771693673506,0.02464699110147135
ATCG00050-ATMG00660,,,,,,,,,,,,,0.0179423228331119,,,,,,,,0.0179423228331119,0.0179423228331119
ATCG00050-ATMG00110,,,,,,,,,,,,,,0.0120338102933766,,,,,,0.0159088171667776,0.0159088171667776,0.0139713137300771
ATCG00040-ATMG00660,,,,,,,,,0.0218855189350618,,0.0354182387902545,,0.0157225521800232,0.0141785458222522,,,,,,,0.0354182387902545,0.021801213931897927
ATCG00040-ATMG00070,,,,,,,,,0.0175667764391828,,,,,,,,,,,,0.0175667764391828,0.0175667764391828
ATCG00040-ATMG00110,,,,,,,,,,,,,,,,,,,,0.0161457381247739,0.0161457381247739,0.0161457381247739
ATCG00560-ATMG00650,,,,,,,,,,,,,,0.0124560927200645,,,,,,,0.0124560927200645,0.0124560927200645
ATCG00020-ATMG00640,,,,,,,,,0.021032512598743,,,,,,,,,0.0409770096560806,,,0.0409770096560806,0.0310047611274118
ATCG00020-ATMG00690,0.0273886641452893,,,,,,,,,,,,,,,,,0.0337887230946631,0.0259189705327888,,0.0337887230946631,0.0290321192575804
ATCG00020-ATMG00160,,,,,,,,,0.0183017247802708,0.0290993695130628,,,,,,,,0.0345829032851542,,,0.0345829032851542,0.027327999192829255
ATCG00020-ATMG00650,,,,,,,,,0.0241927227152184,,,,,,,,,0.0352465031024933,,,0.0352465031024933,0.02971961290885585
ATCG00020-ATMG00070,,,,,,,,,0.018602870359378996,,,,,,,,,,,,0.018602870359378996,0.018602870359378996
ATCG00020-ATMG00110,,,,,,,,,0.0210280996750113,,,,,,,,,,,,0.0210280996750113,0.0210280996750113
ATCG00020-ATMG00670,,,,,,,,,,,,,,,,,,0.0312106577060799,,,0.0312106577060799,0.0312106577060799
ATCG00080-ATMG00690,,,,,,,,,0.0234026983797927,,,,,,,,,,,,0.0234026983797927,0.0234026983797927
ATCG00280-ATMG00660,,,,,,,,,,,,,,0.0142180329062944,,,,,,,0.0142180329062944,0.0142180329062944
ATCG00280-ATMG00670,,,,,,,,,,,,,,0.0185079441448554,,,,,,,0.0185079441448554,0.0185079441448554
ATCG00300-ATMG00660,,,,0.0342862861206183,,,,,0.025849484492604,0.0303843869764663,0.0276302866132196,,,0.015385446330953999,,,,0.0303244894429949,,,0.0342862861206183,0.02731006332947618
ATCG00300-ATMG00070,,,,,,,,,0.0313865118124175,,,,,,,,,,,,0.0313865118124175,0.0313865118124175
ATCG00710-ATMG00660,,,,,,,,,,,,,,,,,,,0.0263606074439389,,0.0263606074439389,0.0263606074439389
ATCG00710-ATMG00650,,,,,,,,,,,,,,,,,,0.0337562753478097,,,0.0337562753478097,0.0337562753478097
ATCG00710-ATMG00670,,,,,,,,,,,,,,,,,,,0.0320666566141492,,0.0320666566141492,0.0320666566141492
ATCG00760-ATMG00660,,,,,,,,,0.0252217424180218,,,,,,,,,,,,0.0252217424180218,0.0252217424180218
ATCG00270-ATMG00400,,,,,,,,,0.0223959561393547,,,,,,,,,,,,0.0223959561393547,0.0223959561393547
ATCG00270-ATMG00670,,,,,,,,,,0.0227633691193282,,,,,,,,,0.0277318208877765,,0.0277318208877765,0.02524759500355235
ATCG00720-ATMG00690,,,0.0296875412995407,,,,,,,,,,,,,,,,,,0.0296875412995407,0.0296875412995407
ATCG00720-ATMG00160,,,,,,,,,0.0211156699623774,,,,,,,,,,,,0.0211156699623774,0.0211156699623774
ATCG00520-ATMG00660,,,,,,,,,,0.0261881604058452,,,,,,,,,,,0.0261881604058452,0.0261881604058452
ATCG00520-ATMG00070,,,,,,,,,0.0191810586139965,,,,,0.0151475881962422,,,,,,,0.0191810586139965,0.01716432340511935
ATCG00520-ATMG00110,,,,,,,,,0.0186183208947304,,,,,,,,,,,,0.0186183208947304,0.0186183208947304
ATCG00520-ATMG00670,,,,,,,,,,0.0230705222530463,,,,,,,,,,,0.0230705222530463,0.0230705222530463
ATCG00430-ATMG00660,0.0211396939498684,,,,,,,,,,,,0.0220430849101782,0.0130117570472504,,,,,,,0.0220430849101782,0.018731511969099
ATCG00430-ATMG00630,0.0270442379263453,,,,,,,,,,,,,,,,,,,,0.0270442379263453,0.0270442379263453
ATCG00430-ATMG00670,,,,,0.0229238827630472,,,,,,,,,,,,,,,,0.0229238827630472,0.0229238827630472
ATCG00740-ATMG00660,,,,,,,,,,,,,0.0133962517310334,,,,,,,,0.0133962517310334,0.0133962517310334
ATCG00340-ATMG00660,0.0216016863253565,,,,,,,,0.0219835321927084,,0.0648685917775327,,,,,,,,0.0296373068779413,,0.0648685917775327,0.034522779293384716
ATCG00340-ATMG00670,,,,,,,,,,,,,,,,,,,0.0253138272525484,,0.0253138272525484,0.0253138272525484
ATCG00350-ATMG00660,,,,,,,,,,0.0283171171051902,,,,,,,,,0.0288892033810962,,0.0288892033810962,0.0286031602431432
ATCG00350-ATMG00070,0.022126905399841,,,,,,,,,,,,,,,,,,,,0.022126905399841,0.022126905399841
ATCG00350-ATMG00670,,,,,,,,,,0.0322864208127646,,,,,,,,,0.0399926303630487,,0.0399926303630487,0.03613952558790665
ATCG00800-ATMG00660,,,,,,,,,0.0242189293789868,,,,,,,,,,,,0.0242189293789868,0.0242189293789868
ATCG00590-ATMG00640,,,,,,,,,,,,,,,,,,0.0310906810381209,,,0.0310906810381209,0.0310906810381209
ATCG00590-ATMG00650,,,0.0245389384108428,,,,,,,,,,,,,,,,,,0.0245389384108428,0.0245389384108428
ATCG00680-ATMG00660,,,,,0.0240658458359188,,,,,,,,,,,,,,0.0257472927835063,,0.0257472927835063,0.02490656930971255
ATCG00680-ATMG00710,,,,,,,,,,,,,,,,,,,,0.0170179530001925,0.0170179530001925,0.0170179530001925
ATCG00420-ATMG00660,0.0254588150865449,,,,,,,,,,,,0.0224915782062476,0.0138701926713434,,,,,,,0.0254588150865449,0.0206068619880453
ATCG00210-ATMG00660,,,,,,,,,,,,0.0213982877766947,0.0228269445401143,,0.0552292654702602,,,,,,0.0552292654702602,0.033151499262356394
ATCG00210-ATMG00400,,,0.0235434445894536,,,,,,,,,,,0.0135438095026132,,,,,,,0.0235434445894536,0.0185436270460334
ATCG00210-ATMG00120,,,,,,,,,,,,,0.0152579661114007,0.0137687552684378,,,,,,,0.0152579661114007,0.01451336068991925
ATCG00210-ATMG00740,,,,0.0257688253130797,,,,,,,,,,,,,,,,,0.0257688253130797,0.0257688253130797
ATCG00690-ATMG00660,,,,,,,,,,,,,0.0149843292427863,,,,,,0.0307984613081205,,0.0307984613081205,0.0228913952754534
ATCG00690-ATMG00400,,,,,,,,,,,0.0250355250777376,,,,,,,,,,0.0250355250777376,0.0250355250777376
ATCG00690-ATMG00120,,,,,,,,,,,0.0247493058981678,,,,,,,,,,0.0247493058981678,0.0247493058981678
ATCG00690-ATMG00070,,,,,,,,,,,,,,0.0149586169051506,,,,,,,0.0149586169051506,0.0149586169051506
ATCG00380-ATMG00660,0.0224569566767702,,,,,,,,0.0259427596312635,,,,,0.0173237815681986,,,,,,,0.0259427596312635,0.02190783262541077
ATCG00380-ATMG00160,0.0235142246648261,,,,,,,,,,,,,,,,,,,,0.0235142246648261,0.0235142246648261
ATCG00380-ATMG00070,,,0.0231787532745176,,,,,,,,,,,,,,,,,,0.0231787532745176,0.0231787532745176
ATCG00670-ATMG00660,,,,,,,,,0.0203834251017085,,,,0.0237698412661733,0.0117574848331553,,,,,,,0.0237698412661733,0.018636917067012367
ATCG00670-ATMG00690,,,,,,,,,0.0211590099500066,,,,0.0203218705178962,,,,,,,,0.0211590099500066,0.0207404402339514
ATCG00670-ATMG00070,,,,,,,,,,,,,0.0158305245418388,,,,,,,,0.0158305245418388,0.0158305245418388
ATCG00820-ATMG00660,,0.0167754922875264,0.0291016672138233,0.0225580774793426,,,,,0.0598702054716781,,0.0327404313615235,,,,,,,,,,0.0598702054716781,0.032209174762778785
ATCG00820-ATMG00690,,,,,,,,,0.0183049041526117,,,,,,,,,,,,0.0183049041526117,0.0183049041526117
ATCG00820-ATMG00070,,,,,,,,,0.0234886921502064,,,,,,,,,,,,0.0234886921502064,0.0234886921502064
ATCG00490-ATMG00660,,,,,,,,,,,,,,0.0118163452188423,,,,,,,0.0118163452188423,0.0118163452188423
ATCG00500-ATMG00660,,,,,,,,,,0.0273868645995042,,,0.0294901817044494,0.0115542693802003,,,,,0.0405926265459095,,0.0405926265459095,0.02725598555751585
