edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
ATCG00050-ATMG00660,,,,,,,,,0.00236404387720851,,,,0.00292470848591546,,,,,,,,0.00292470848591546,0.002644376181561985
ATCG00050-ATMG00690,,,,,,,,,,,,,0.00033606338417757,,,,,,,,0.00033606338417757,0.00033606338417757
ATCG00050-ATMG00650,,,,,,,,,0.000677759754779791,,,,,,,,,,,,0.000677759754779791,0.000677759754779791
ATCG00050-ATMG00070,,,,,,,,,0.0009241610003649561,,,,,,,,,,,,0.0009241610003649561,0.0009241610003649561
ATCG00020-ATMG00660,,,,,,,,,0.000636682126850966,,,,0.00171750327037389,,,,,,,,0.00171750327037389,0.001177092698612428
ATCG00020-ATMG00640,,,,,,,,,0.000750672290218965,,,,,,,,,,,,0.000750672290218965,0.000750672290218965
ATCG00020-ATMG00690,,,,,,,,,0.00117582810622501,,,,0.000648933701480749,,,,,,,,0.00117582810622501,0.0009123809038528793
ATCG00020-ATMG00160,,,,,,,,,0.000764830542245496,0.0011880022246641801,,,,,,,,,,,0.0011880022246641801,0.0009764163834548381
ATCG00020-ATMG00650,,,,,,,,,0.00238811978448635,,,,,,,,,,,,0.00238811978448635,0.00238811978448635
ATCG00020-ATMG00070,,,,,,,,,0.00277716562323842,,,,,,,,,,,,0.00277716562323842,0.00277716562323842
ATCG00040-ATMG00660,,,0.0016379168185432801,,,,,,0.00706243859297167,0.00129239213850014,0.00593389070307085,,0.00413801934788321,0.000292822839222684,,,,,,,0.00706243859297167,0.003392913406698639
ATCG00040-ATMG00690,,,0.0012801992818250699,,,,,,0.00107041655664955,,,,0.00041565764747309797,,,,,,,,0.0012801992818250699,0.0009220911619825726
ATCG00040-ATMG00650,,,,,,,,,0.00113081800482329,,,,,,,,,,,,0.00113081800482329,0.00113081800482329
ATCG00040-ATMG00070,,,,,,,,,0.0030110505814009998,,,,,,,,,,,,0.0030110505814009998,0.0030110505814009998
ATCG01100-ATMG00660,,,,,,,,,,,,,0.000293798831229802,,,,,,,,0.000293798831229802,0.000293798831229802
ATCG00530-ATMG00660,,,,,,,,,0.00414874884792336,0.0019205402324552602,,0.00024005264991890698,0.00207608619407356,0.000212750989838744,,,,,,,0.00414874884792336,0.0017196357828419661
ATCG00530-ATMG00690,,,,,,,,,0.0009090130246796732,,,,,,,,,,,,0.0009090130246796732,0.0009090130246796732
ATCG00530-ATMG00650,,,,,,,,,0.000972482854900867,,,,,,,,,,,,0.000972482854900867,0.000972482854900867
ATCG00530-ATMG00070,,,,,,,,,0.0065262851472414896,,,,,0.00010270999297054,,,,,,,0.0065262851472414896,0.003314497570106015
ATCG00340-ATMG00660,,,0.00309097281512926,,,,,,0.00804045193501177,0.00374210078534506,0.00948297597160789,0.000281151387019196,0.0018370079857995397,,,,,,,,0.00948297597160789,0.004412443479985453
ATCG00340-ATMG00070,,,,,,,,,0.0023987576458156397,,,,,,,,,,,,0.0023987576458156397,0.0023987576458156397
ATCG00720-ATMG00690,,,0.0022047475983550803,,,,,,,,,,,,,,,,,,0.0022047475983550803,0.0022047475983550803
ATCG00720-ATMG00070,,,,,,,,,0.0011460284385660401,,,,,,,,,,,,0.0011460284385660401,0.0011460284385660401
ATCG00300-ATMG00660,,,0.00139458852258035,0.000863770449229269,,,,,0.00575945801719547,0.00612334190108209,0.00295891007587936,0.000266548811040243,0.00197463131880292,0.000435171950410547,,,,,,,0.00612334190108209,0.0024720526307775307
ATCG00300-ATMG00690,,,,,,,,,0.00085687268293396,,,,,,,,,,,,0.00085687268293396,0.00085687268293396
ATCG00300-ATMG00650,,,,,,,,,0.000908241118940536,,,,,,,,,,,,0.000908241118940536,0.000908241118940536
ATCG00300-ATMG00070,,,,,,,,,0.00476014517840616,,,,,,,,,,,,0.00476014517840616,0.00476014517840616
ATCG00710-ATMG00660,,,,,,,,,,0.00217461212627968,,,0.0010344476436576699,0.000156720948659245,,,,,,,0.00217461212627968,0.001121926906198865
ATCG01040-ATMG00660,,,0.0025065439879778197,,,,,,0.00630086972147949,,,,0.003230771927964011,,,,,,,,0.00630086972147949,0.004012728545807106
ATCG01040-ATMG00690,,,,,,,,,0.00215948250577479,,,,0.000810415419731388,,,,,,,,0.00215948250577479,0.0014849489627530887
ATCG01040-ATMG00650,,,,,,,,,0.0010096707674344901,,,,,,,,,,,,0.0010096707674344901,0.0010096707674344901
ATCG01040-ATMG00070,,,,,,,,,0.00205237257978462,,,,,,,,,,,,0.00205237257978462,0.00205237257978462
ATCG00420-ATMG00660,,,,,,,,,0.0009130821706275287,0.00120440591758407,,,0.007202141388878329,0.0005802700153480691,,,,,,,0.007202141388878329,0.0024749748731094988
ATCG00420-ATMG00690,,,,,,,,,,,,,0.000583158800587301,,,,,,,,0.000583158800587301,0.000583158800587301
ATCG00420-ATMG00070,,,,,,,,,0.000733611544436561,,,,0.000351061182894273,,,,,,,,0.000733611544436561,0.000542336363665417
ATCG00420-ATMG00120,,,,,,,,,,,0.00130532287499832,,,,,,,,,,0.00130532287499832,0.00130532287499832
ATCG00470-ATMG00660,,,,,,,,,0.00767775975138588,,,,,,,,,,,,0.00767775975138588,0.00767775975138588
ATCG00470-ATMG00070,,,,,,,,,0.000928865838541757,,,,,,,,,,,,0.000928865838541757,0.000928865838541757
ATCG00480-ATMG00660,,,,,,,,,0.0008217487162359193,,,,,,,,,,,,0.0008217487162359193,0.0008217487162359193
ATCG01050-ATMG00660,,,,,,,,,0.0017741141222048602,,,,0.0028974976228394,,,,,,,,0.0028974976228394,0.00233580587252213
ATCG01050-ATMG00690,,,,,,,,,0.00127659001240039,,,,0.000627347141040834,0.00011009067093988999,,,,,,,0.00127659001240039,0.0006713426081270379
ATCG01050-ATMG00160,,,,,,,,,,,,,0.000254264227942116,0.00022142413139248398,,,,,,,0.000254264227942116,0.0002378441796673
