source	target	clr	grnboost	tinge	aracne	wgcna	mrnet	prediction
AT1G73730	AT3G56040	0.327536	0.0	0.0	0.0	0.000178141323558431	0.004153610278873361	1
AT1G37130	AT5G52830	2.988726	0.0	0.0	0.0	6.74091215484688e-05	0.0105879013358264	1
AT3G24650	AT5G52310	0.98521	0.0	0.0	0.0	2.40780722737868e-06	0.0032759051541372893	1
AT1G80730	AT2G15620	1.211818	0.0	0.0	0.0	6.44707196648119e-06	0.00413713057255584	1
AT2G27050	AT3G28510	0.480217	0.0	0.0	0.0	0.000124740800850175	0.00343102122173713	1
AT5G35550	AT5G42800	14.794604	788.62805	0.0	0.34615060834695016	0.00858834050041043	0.0369157823618289	1
AT1G09770	AT2G17950	2.142148	0.0	0.0	0.0	3.85756641505968e-05	0.00920731232538383	1
AT1G21970	AT1G62290	3.021257	0.0	0.0	0.0	2.28068017495817e-06	0.0024845314527557607	1
AT4G30190	AT4G36540	5.647366000000001	0.0	0.0	0.0	0.00887528692077643	0.0279861789502846	1
AT3G17609	AT3G47430	6.658664	0.0	0.0	0.0	0.0235032386940552	0.0516094004322216	1
AT5G56110	AT5G62380	2.658275	0.0	0.0	0.0	9.99888206474245e-07	0.00437350991954828	1
AT3G23250	AT4G25480	3.914005	0.0	0.0	0.0	0.000173425547382938	0.0157369844668645	1
AT2G47180	AT5G16820	3.976234	0.0	0.0	0.0	0.00526934778856625	0.0248982157617384	1
AT2G17950	AT4G18960	6.323077	426.57312	0.0	0.0	0.00230664327797855	0.079599761799356	1
AT3G45140	AT4G31550	1.957336	0.0	0.0	0.0	0.00168001956903722	0.0173330172394664	1
AT1G72770	AT5G67300	3.873187	0.0	0.0	0.0	0.00119964720796404	0.0266036056298303	1
AT2G45190	AT5G60910	3.163652	0.0	0.0	0.0	0.00213666324457085	0.0226989387752413	1
AT1G68480	AT5G61850	2.759439	0.0	0.0	0.0	1.14627503857758e-05	0.00512600448867755	1
AT1G23420	AT5G41410	6.367399	275.49237	0.113381	0.2919876934827273	0.000759683994517171	0.022800433979773	1
AT3G54340	AT4G30270	2.956824	0.0	0.0	0.0	9.708683104569308e-05	0.00920827884573041	1
AT1G50420	AT4G37650	2.393541	0.0	0.0	0.0	0.000612661022953538	0.0185102737615402	1
AT4G22680	AT5G12870	11.561602	590.1411	0.0	0.0	0.002416272843408889	0.0210028748189579	1
AT1G71030	AT5G42800	9.398428	325.6342	0.0	0.3072488894680836	0.00280516552075172	0.0289426602207734	1
AT4G05100	AT4G28110	5.9566050000000015	632.8960599999998	0.0	0.0	0.000556792283541419	0.0284091832947939	1
AT1G18570	AT4G39980	2.186874	0.0	0.0	0.0	0.00276842584448752	0.0275710351072977	1
AT3G28510	AT5G60890	4.586543	0.0	0.0	0.0	0.000711845809002834	0.0165917455123379	1
AT2G37630	AT5G53950	2.708212	0.0	0.0	0.0	0.0009934228556801713	0.0118809725433095	1
AT1G12610	AT5G17490	5.7728699999999975	0.0	0.0	0.0	0.000253685269793722	0.0159123038988364	1
AT1G32640	AT1G77120	1.851797	0.0	0.0	0.0	0.000104190542840149	0.008392297629918909	1
AT1G79840	AT4G09820	10.348795	322.54556	0.0	0.0	0.0018677000438709398	0.0328646930664269	1
AT5G51600	AT5G61850	2.562322	0.0	0.0	0.0	0.00020186146173669	0.00994986731250857	1
AT1G02205	AT1G15360	3.08067	0.0	0.0	0.0	7.87743070417925e-05	0.0126350793657218	1
AT2G45660	AT4G24540	6.563453	308.3583	0.0	0.10000911903999277	0.00194791861821398	0.0239118546252034	1
AT1G70510	AT2G37630	5.849771	0.0	0.0	0.0	0.0085049034301277	0.0371238838878374	1
AT1G31320	AT1G77760	1.754921	0.0	0.0	0.0	0.000402222886624804	0.0202645042320944	1
AT1G08090	AT2G18060	0.6621779999999999	0.0	0.0	0.0	7.26483908583734e-06	0.00448018611985984	1
AT1G26310	AT5G03840	3.925508	0.0	0.0	0.0	2.2180043112211e-05	0.00878949613156621	1
AT1G02205	AT3G28910	3.374156	0.0	0.0	0.0	3.7329394659176787e-05	0.00420063870514387	1
AT2G37260	AT5G35550	4.3624540000000005	0.0	0.0	0.0	0.00018296242981823705	0.0097500861840916	1
AT4G25470	AT5G59820	15.011135	1517.1471	0.0	0.0	0.020552463662851	0.0712173776204587	1
AT2G15620	AT4G25560	1.038481	0.0	0.0	0.0	1.4134734572105099e-05	0.00538692445352534	1
AT4G37750	AT5G23000	2.222028	0.0	0.0	0.0	7.291410510861729e-06	0.00592053197933129	1
AT2G17950	AT5G45980	4.3146830000000005	0.0	0.0	0.0	7.66665626388723e-07	0.00310498356412947	1
AT4G30270	AT5G20240	3.471986	0.0	0.0	0.30730536946651393	7.93656589049988e-05	0.0093875724996629	1
AT2G37630	AT4G00220	5.173493	0.0	0.0	0.0	0.00017351630650426101	0.0124527380475125	1
AT3G28510	AT5G28770	1.9957	0.0	0.0	0.0	0.000122682296983325	0.00631495402465331	1
AT2G15890	AT5G20240	1.978057	0.0	0.0	0.0	4.83819975933088e-06	0.0057777179241866785	1
AT1G66200	AT4G36540	6.4695	0.0	0.0	0.2102001465279064	0.0055605806737003	0.0274076466210215	1
AT2G40260	AT3G01420	1.775748	0.0	0.0	0.0	0.00147398280674135	0.0387125909665401	1
AT1G14920	AT4G25420	5.172113	0.0	0.0	0.0	0.000144216206380897	0.0181807633650736	1
AT2G40170	AT5G56270	0.913123	0.0	0.0	0.0	2.3358491950381306e-05	0.00553883066415042	1
AT1G21970	AT3G26790	5.252774	1455.8857	0.0	0.0	0.00167919585609452	0.0353555064856452	1
AT4G00340	AT4G31800	2.713505	0.0	0.0	0.0	8.914837210531441e-05	0.016596349448571	1
AT4G35770	AT5G56860	2.464833	0.0	0.0	0.0	0.00197828738802492	0.0155831067896716	1
AT2G25000	AT3G01420	6.282511	0.0	0.0	0.0	0.0039303903226561	0.0454140879273358	1
AT2G20180	AT3G04730	3.779483	0.0	0.0	0.0	0.00520948712398009	0.0292149297133107	1
AT5G02200	AT5G11260	3.064539	0.0	0.0	0.0	0.00224646900659102	0.0374794849548314	1
AT2G45660	AT5G10140	19.683628	6611.283	0.0944919	0.1977674162435634	0.0015282089619351599	0.0517544670829592	1
AT1G16490	AT5G12870	5.689145	0.0	0.0	0.0	0.000150788080288928	0.013954398792539	1
AT2G22540	AT4G18960	3.23795	0.0	0.0	0.0	3.14666317562242e-05	0.0069862030514020795	1
AT1G16490	AT2G30490	4.081054	0.0	0.0	0.0	1.15615667121654e-05	0.00380463153339208	1
AT1G15550	AT2G01570	5.046074	0.0	0.0	0.0	0.000923573174027784	0.0087041008111088	1
AT4G25490	AT5G17490	3.19666	0.0	0.0	0.0	0.00013515399793826298	0.00437895101157233	1
AT3G55730	AT5G07100	0.107171	0.0	0.0	0.0	5.40967911840138e-06	0.0	1
AT1G43160	AT4G25480	2.244822	0.0	0.0	0.0	7.47947250583097e-05	0.0214567865467273	1
AT5G53460	AT5G61420	4.278066	0.0	0.0	0.0	0.000371049537319729	0.0346323873241964	1
AT2G40220	AT5G03650	2.01669	0.0	0.0	0.0	0.00032624628872332	0.0046000718268510606	1
AT2G46830	AT5G18170	2.906426	0.0	0.0	0.0	0.000746182460225698	0.0229207474367744	1
AT4G25480	AT5G17490	3.655503	0.0	0.0	0.0	0.00127263726697327	0.0187936530188364	1
AT4G35770	AT5G20240	2.319713	0.0	0.0	0.0	6.17748332075514e-05	0.0145780806291682	1
AT1G59740	AT2G16910	5.9055589999999984	0.0	0.0	0.0	0.00112262616903974	0.0117571820562969	1
AT1G63650	AT5G53200	5.109012	1406.4497	0.0	0.0	0.00276096866787172	0.0444835095282178	1
AT2G18060	AT2G30490	1.079261	0.0	0.0	0.0	5.47880408788013e-06	0.0036123167074732796	1
AT3G26744	AT5G52310	3.121337	0.0	0.0	0.0	0.0006614936525923983	0.0257793921846513	1
AT1G19850	AT4G11280	1.505449	0.0	0.0	0.0	5.00495316445647e-05	0.00269578931719765	1
AT2G14610	AT2G30250	5.3208910000000005	0.0	0.0	0.0	0.0019508351394961101	0.028451064937403	1
AT1G14920	AT2G04240	3.641686	0.0	0.0	0.0	0.00394571813506789	0.029418023137739	1
AT5G05410	AT5G52310	9.182744	227.89497000000003	0.0	0.0	0.0362352652169051	0.0706072682597109	1
AT3G13890	AT5G54690	2.781176	0.0	0.0	0.0	9.156175704253508e-05	0.0161594575143712	1
AT3G53260	AT4G38620	9.992559	751.8132	0.0	0.0	0.0258750493166124	0.0459442544218381	1
AT1G21970	AT2G17090	2.320892	0.0	0.0	0.0	2.67055543225512e-07	0.00131549948978088	1
AT1G65480	AT2G28550	2.111957	0.0	0.0	0.0	1.23175166802972e-05	0.0049388037777791894	1
AT1G31320	AT3G28510	0.471342	0.0	0.0	0.0	4.41034374969715e-06	0.0025012703976696	1
AT3G61250	AT5G13790	2.719911	0.0	0.0	0.0	0.000196228136619494	0.0161526952406104	1
AT4G09820	AT5G67420	8.571105000000001	666.06055	0.0	0.2603174403184189	0.00323405641235482	0.0219837017237407	1
AT3G25710	AT5G42800	1.022934	0.0	0.0	0.0	0.00048418425185838205	0.0123381213041254	1
AT1G46768	AT4G25470	7.575572999999999	175.25964	0.0	0.0	0.00716626192903339	0.0343166134870641	1
AT1G66200	AT3G01220	2.043048	0.0	0.0	0.0	0.00115541569597057	0.0228729506439324	1
AT1G12610	AT2G42540	1.7883950000000002	0.0	0.0	0.0	5.18424907384079e-06	0.0064541313872434215	1
AT2G01570	AT2G41940	5.0388160000000015	0.0	0.0	0.0	0.00540241508821825	0.0293314968609939	1
AT1G69180	AT2G40220	2.546585	0.0	0.0	0.0	4.25994986493495e-06	0.007331356837255221	1
AT1G51140	AT3G01420	2.059453	0.0	0.0	0.0	2.536610105229249e-05	0.00607259668490081	1
AT4G34990	AT5G42800	4.5079410000000015	0.0	0.0	0.0	0.000361436973572455	0.0150036568603017	1
AT5G44420	AT5G67300	0.6800149999999999	0.0	0.0	0.0	0.00030817304915279904	0.0105723513307046	1
AT1G19220	AT5G20730	14.113489	334.9992	0.0840489	0.18400743019684435	0.000363694807554017	0.0226160468050196	1
AT1G10170	AT4G39030	4.448656	0.0	0.0	0.0	0.00543592497872679	0.0180992724508735	1
AT4G13260	AT4G27330	2.886837	0.0	0.0	0.0	1.31763389508161e-05	0.0111823595265919	1
AT2G36010	AT5G24330	5.08598	0.0	0.0	0.0	0.00309595051645154	0.0348225363489704	1
AT2G15890	AT5G56860	1.865582	0.0	0.0	0.0	0.000356398976597363	0.0222066313199382	1
AT3G58190	AT5G20730	1.96342	0.0	0.0	0.0	8.97321856162995e-06	0.00499849832836809	1
AT1G28300	AT2G22810	3.715384	309.5194	0.0	0.0	4.61365618001313e-06	0.00433100256897004	1
AT1G74310	AT5G54070	6.521842	0.0	0.0	0.0	0.0101329409486228	0.0195070657626488	1
AT1G28300	AT3G24650	4.637161	0.0	0.0	0.0	1.39927328525279e-06	0.0034823974212506307	1
AT2G01570	AT2G04240	4.329278	0.0	0.0	0.0	0.000871592828693334	0.0226459197161795	1
AT1G01480	AT5G62000	1.096918	0.0	0.0	0.0	3.18285226706337e-07	0.0109151126925365	1
AT1G71030	AT3G13540	13.737331	1467.4705	0.191631	0.3809726183923569	0.0119543779422603	0.0763869308080864	1
AT3G50970	AT4G25470	9.900582	172.05478	0.0	0.0	0.0234350715122361	0.0798692195726393	1
AT2G47730	AT3G16770	1.9105	0.0	0.0	0.0	6.93425309099702e-05	0.0181948887359356	1
AT2G30490	AT4G38620	6.660150999999999	0.0	0.0	0.0	0.00768854412511555	0.0483755216285217	1
AT1G62300	AT3G23430	1.7587560000000002	0.0	0.0	0.0	0.000831047052790374	0.00937439207281499	1
AT3G16857	AT5G62920	2.170458	0.0	0.0	0.0	0.000221103137953556	0.00877697053951378	1
AT2G36270	AT3G11410	3.819549	0.0	0.0	0.0	0.000457615643040876	0.0228145007788701	1
AT2G45190	AT3G44750	2.556908	0.0	0.0	0.0	0.0022058783145972602	0.0387963564470259	1
AT2G47190	AT5G25610	1.470633	0.0	0.0	0.0	0.000370811799238816	0.0133542555932726	1
AT1G77760	AT5G52830	4.022655	372.37137	0.0	0.0	0.00036849082370996603	0.0300133502515189	1
AT1G56010	AT2G04160	2.3591290000000003	0.0	0.0	0.0	0.000103071039702187	0.0130795483842317	1
AT2G37630	AT3G15170	4.687594	0.0	0.0	0.0	0.000922766087612978	0.00996775184926172	1
AT1G74650	AT5G37600	2.479105	0.0	0.0	0.0	1.09042569618196e-05	0.010172220312423	1
AT1G23420	AT5G42630	11.897202	309.2771	0.137795	0.25424300024331115	0.000640989195739426	0.0168320301434339	1
AT1G77760	AT5G18270	1.515606	0.0	0.0	0.0	0.000234729241029415	0.0302504542269489	1
AT2G38470	AT3G12500	3.0769610000000003	0.0	0.0	0.0	0.0061162136076650785	0.0424421931018953	1
AT2G01420	AT4G00220	4.2247580000000005	0.0	0.0	0.0	0.0005612920652261758	0.0260132544604513	1
AT1G63650	AT1G79840	7.3899880000000016	1060.923	0.06599989999999999	0.0	0.00664762909442033	0.0679022839160916	1
AT2G14610	AT2G38470	4.430854	0.0	0.0	0.0	0.000991313599239717	0.0214648207265431	1
AT5G04560	AT5G48670	2.115005	284.00858	0.0	0.0	1.804305982909e-05	0.0104390775265519	1
AT1G34180	AT1G77760	2.0642970000000003	0.0	0.0	0.0	9.004103904792329e-05	0.006335186234963161	1
AT3G13890	AT3G61910	2.75677	0.0	0.0	0.0	3.7462040563247214e-05	0.0055128406766230785	1
AT3G54320	AT5G15530	11.341188	765.35443	0.0	0.5016666567022962	0.00912394518459012	0.0529336800730503	1
AT1G44800	AT4G36540	4.918383	301.12363	0.0	0.0	0.00159371956211074	0.0242148471660043	1
AT1G10170	AT2G14610	0.502436	0.0	0.0	0.0	4.52338486002819e-07	0.0008545555030136233	1
AT3G01420	AT5G61420	1.448618	0.0	0.0	0.0	0.000192869993997626	0.0112653467796847	1
AT1G65620	AT2G33860	2.400897	0.0	0.0	0.0	0.00023197353622064502	0.0113818060470327	1
AT1G15550	AT3G61850	2.08547	0.0	0.0	0.0	0.0016263493783057802	0.0290568338616489	1
AT4G27330	AT4G37750	3.014997	0.0	0.0	0.0	0.000614001207608412	0.0160805962763879	1
AT3G28910	AT4G33790	3.242919	276.80765	0.0	0.0	7.242360489241859e-05	0.0164327918449815	1
AT5G07100	AT5G60890	4.590454	0.0	0.0	0.0	0.00334635716253975	0.0416396098148989	1
AT1G16490	AT1G51680	7.374206	354.13235	0.116095	0.0	0.000455978253172147	0.0359344021511689	1
AT1G27730	AT5G52310	2.270418	0.0	0.0	0.0	0.00108261372464927	0.0193306074788373	1
AT1G23080	AT4G00220	6.349627	0.0	0.0	0.0	0.000306618069364387	0.0132441376540134	1
AT2G20180	AT2G36270	1.492221	0.0	0.0	0.0	0.000252616619367827	0.0115127646140093	1
AT4G21750	AT4G27330	2.509738	0.0	0.0	0.0	3.0686897856819604e-05	0.0207880494112865	1
AT2G46410	AT3G27920	6.150352	0.0	0.0	0.0	9.94784982463086e-05	0.00616430469589342	1
AT1G79840	AT3G13540	6.347216	0.0	0.0	0.0	0.00154654850656251	0.0341869593735201	1
AT1G23380	AT1G65620	2.321196	0.0	0.0	0.0	4.0781447083632785e-05	0.00850303129291471	1
AT1G62360	AT1G65620	3.932496	0.0	0.0	0.0	0.000273577529449543	0.010544558585852	1
AT1G69720	AT2G20180	1.118878	0.0	0.0	0.0	0.000140040540887724	0.0168765804269761	1
AT4G36920	AT5G03840	3.563657	0.0	0.0	0.0	0.000467406518550687	0.007438747494483391	1
AT2G37630	AT5G23000	2.796301	0.0	0.0	0.0	9.47026166537149e-06	0.00582917009973274	1
AT1G01380	AT3G27920	7.484559	137.60981999999998	0.037716	0.0	3.629902447344871e-05	0.0111427865968071	1
AT5G25890	AT5G62000	0.679746	0.0	0.0	0.0	1.39285065708766e-05	0.0209273581961214	1
AT2G46410	AT5G53200	1.044716	0.0	0.0	0.0	2.3941290140497602e-05	0.00558856470083926	1
AT1G79180	AT2G38080	6.5871580000000005	0.0	0.0	0.0	0.00521832206067191	0.0311781975784959	1
AT2G37260	AT3G27920	5.728786	0.0	0.0	0.0	7.22737780451225e-06	0.00394673847413822	1
AT2G18060	AT3G01420	1.604095	0.0	0.0	0.0	5.35155469955538e-05	0.0063036284064176	1
AT1G56600	AT5G16820	4.6819169999999986	0.0	0.0	0.0	0.00788783156621532	0.0204447106429213	1
AT3G54340	AT4G26150	1.63447	0.0	0.0	0.0	1.5312870619941e-06	0.003536207099582429	1
AT1G71030	AT4G09820	7.68928	0.0	0.0	0.0	0.00180785468707982	0.0275825170440931	1
AT1G32640	AT2G46340	3.91134	0.0	0.0	0.0	0.0005267865025589822	0.0227429284410231	1
AT1G56650	AT1G78600	2.751802	0.0	0.0	0.0	0.000804625713053121	0.0109920308454185	1
AT2G22630	AT5G61850	1.054738	0.0	0.0	0.0	8.56555010852423e-06	0.0114832602298375	1
AT2G23580	AT4G09820	9.470167	615.8046	0.0	0.0	0.00401896293138063	0.0346632241209783	1
AT2G27050	AT3G23240	0.156029	0.0	0.0	0.0	3.65959399635262e-05	0.0035073580805667693	1
AT2G20180	AT3G24650	1.618667	0.0	0.0	0.0	4.73828224085894e-05	0.017718365581403998	1
AT3G51810	AT5G56270	1.79659	0.0	0.0	0.0	0.00014681933107211896	0.0116452954947728	1
AT1G19050	AT2G17950	0.474432	0.0	0.0	0.0	2.09744583289436e-07	0.0010682981752353198	1
AT1G12610	AT5G52310	2.168898	0.0	0.0	0.0	3.2976710061763e-05	0.0121620540856913	1
AT1G03840	AT4G37650	11.038411	1272.6981	0.09688	0.4072730483945565	0.009896972012692693	0.0479292552973589	1
AT3G28510	AT5G07680	1.2049729999999998	0.0	0.0	0.0	0.00023784736470990297	0.012182879312782	1
AT3G28510	AT5G66730	2.288062	0.0	0.0	0.0	2.5825794277152e-05	0.011711161161167	1
AT4G27330	AT5G65700	0.5268	0.0	0.0	0.0	8.97799759990204e-07	0.0033084847682235	1
AT3G22370	AT3G24650	1.345836	0.0	0.0	0.0	2.6235757348139093e-06	0.00821688566449116	1
AT3G17520	AT5G05410	6.222364	317.5437	0.0	0.0	0.00239691929638203	0.0208378486521017	1
AT4G36920	AT5G20240	3.542828	0.0	0.0	0.0	0.00012810556438808	0.00903387515996028	1
AT3G54340	AT4G35770	2.023453	0.0	0.0	0.0	4.7166011433708e-05	0.013421768600244	1
AT2G46870	AT3G58780	2.38603	0.0	0.0	0.0	5.05350309340916e-05	0.00680182648506225	1
AT4G37750	AT5G61850	4.85274	0.0	0.0	0.0	0.000640630214447044	0.00979383805685645	1
AT2G43010	AT5G59320	1.805571	0.0	0.0	0.0	0.00010852932259811	0.015265224022517	1
AT3G28510	AT5G59450	1.5087540000000002	0.0	0.0	0.0	9.2125325271583e-05	0.00895398363727747	1
AT1G62300	AT2G14610	3.366979	0.0	0.0	0.0	0.000612913321691141	0.0186251217401939	1
AT1G04250	AT1G28300	1.3201379999999998	185.99393	0.0	0.0	1.76098829482131e-06	0.0038808225038950202	1
AT1G25560	AT1G65480	1.081968	0.0	0.0	0.0	8.19991709183529e-06	0.00010833083229088	1
AT2G42540	AT4G25470	6.818125	0.0	0.0	0.0	0.00264511623152085	0.0316823400545013	1
AT1G04240	AT1G19220	12.857917	285.3642	0.0	0.0	0.004449481879471071	0.0391507846462001	1
AT3G54320	AT5G49190	8.737159	1093.8888	0.0	0.0	0.00194914466468899	0.0214482702394134	1
AT1G69120	AT2G45190	2.70135	0.0	0.0	0.0	7.24499871178663e-05	0.0111469442606351	1
AT1G80340	AT4G36930	3.160952	0.0	0.0	0.0	9.98590452596316e-05	0.00910816313728395	1
AT1G01530	AT4G02560	0.256204	0.0	0.0	0.0	7.93720292047715e-07	0.00293127326002782	1
AT3G12580	AT4G25480	3.23718	0.0	0.0	0.0	0.000836430697696082	0.0258910527678611	1
AT1G79180	AT5G62380	2.003597	0.0	0.0	0.0	0.0009281950984596428	0.0279275504968753	1
AT2G40170	AT3G54320	3.517181	0.0	0.0	0.0	2.4318432193879e-05	0.00103920588871316	1
AT1G23380	AT5G53950	3.5319730000000003	0.0	0.0	0.0	0.000182714562465932	0.0060394495218909	1
AT1G62990	AT3G61910	10.039487	0.0	0.0	0.0	0.000195430545649559	0.0157443626743604	1
AT1G74080	AT1G77760	1.339382	0.0	0.0	0.0	8.870664128451609e-05	0.007743941584175191	1
AT1G32770	AT1G62990	8.588131	131.73438000000002	0.0	0.0	3.6949512608948996e-05	0.00580678178653327	1
AT1G28300	AT4G27160	3.3755269999999995	0.0	0.0	0.0	7.55180278925905e-08	0.0009679391229064061	1
AT2G45420	AT5G20730	1.378645	0.0	0.0	0.0	2.0787362857441294e-06	0.00498765307024484	1
AT2G24570	AT5G42650	1.230276	0.0	0.0	0.0	0.00126956243134751	0.00963408834480521	1
AT4G20370	AT5G10140	3.227695	0.0	0.0	0.0	3.11479947195504e-05	0.00804282513482606	1
AT3G55370	AT5G53450	0.8105600000000001	0.0	0.0	0.0	0.00012487827172675902	0.0119771728130268	1
AT1G20440	AT4G25490	11.015027	1049.3693	0.0	0.0	0.0134461243737801	0.075602548703317	1
AT1G65480	AT2G22540	1.7879	0.0	0.0	0.0	0.000816954483343508	0.00663733539927944	1
AT4G25490	AT5G59820	14.726195	950.35077	0.0	0.0	0.0110060130705249	0.0556521556858159	1
AT1G79840	AT3G16785	0.562607	0.0	0.0	0.0	2.81248082018201e-06	0.009540541294722359	1
AT1G55600	AT3G19700	3.733549	0.0	0.0	0.0	1.83873097646528e-07	0.001666287409686	1
AT1G30040	AT1G62360	2.700375	0.0	0.0	0.0	0.00015011954867521699	0.00814202849449065	1
AT2G20180	AT3G50660	0.878188	0.0	0.0	0.0	0.000141965751635941	0.00312559555069064	1
AT1G09530	AT5G13930	1.437217	0.0	0.0	0.0	5.24894109428667e-05	0.0126374191853661	1
AT2G26150	AT3G57520	2.264562	0.0	0.0	0.0	5.483346135788e-05	0.0064865694532444795	1
AT4G25470	AT5G52310	10.801211	293.3941700000001	0.0	0.0	0.0137181121243168	0.053199360794967	1
AT1G35515	AT2G42540	1.311056	0.0	0.0	0.0	3.5229800453472704e-07	0.0016881063725877302	1
AT3G23290	AT5G53950	3.14319	0.0	0.0	0.0	0.000404685113759986	0.0113366476365096	1
AT2G42540	AT5G05410	5.613388	0.0	0.0	0.0	0.00203590601858069	0.0361962485463022	1
AT1G09530	AT2G46830	1.96094	0.0	0.0	0.0	0.000111439584935757	0.007485271625466129	1
AT3G61250	AT5G61850	7.214212	495.78934	0.0	0.0	0.00055723353100668	0.0116438610838448	1
AT2G36270	AT5G11260	1.526827	0.0	0.0	0.0	8.89466067606509e-06	0.00606060259307342	1
AT4G27330	AT4G32540	2.343188	0.0	0.0	0.0	9.75275567051233e-07	0.0037239144033091795	1
AT3G28510	AT5G61590	1.064304	0.0	0.0	0.0	4.2750732121173e-05	0.00158816470451125	1
AT1G63650	AT1G71030	2.538749	0.0	0.0	0.0	0.000195193425128407	0.0123938837107436	1
AT1G32640	AT1G72260	4.789075	0.0	0.0	0.0	4.0114054630427e-05	0.00967019702675355	1
AT2G37260	AT5G14750	10.843901	2338.0913	0.112248	0.20075060444412526	0.0029781808975581896	0.0727059655976163	1
AT3G50970	AT4G25490	9.500568	317.88013	0.0	0.0	0.0077344183140491	0.0637208127951894	1
AT1G28300	AT5G13790	5.3521790000000005	166.17297	0.0	0.0	0.000118683875716847	0.0122292734762672	1
AT3G27920	AT5G06650	1.238437	0.0	0.0	0.0	1.48469072940284e-06	0.0019074135610720896	1
AT1G69180	AT3G26790	3.273221	0.0	0.0	0.0	1.2060742859082299e-08	0.000366015433616967	1
AT1G01480	AT1G19850	0.7163149999999999	0.0	0.0	0.0	4.66776057845019e-05	0.009746278112207	1
AT5G44420	AT5G62020	0.8926719999999999	0.0	0.0	0.0	3.98519001354367e-05	0.0077490748549821	1
AT2G38300	AT4G30190	4.152902	0.0	0.0	0.0	0.000819143435468166	0.0287282368602745	1
AT2G36270	AT2G41940	2.418946	0.0	0.0	0.0	6.53571708041566e-05	0.0157749053963822	1
AT5G03840	AT5G61850	9.712948	0.0	0.0	0.1708906036219414	6.99524850735553e-05	0.00840565128974244	1
AT1G18330	AT5G10140	1.247217	0.0	0.0	0.0	2.1735963027571305e-07	0.0033950914675411397	1
AT1G09770	AT2G27250	0.711096	0.0	0.0	0.0	1.74327742572121e-06	0.0027630378383562307	1
AT2G40550	AT5G22220	2.698754	0.0	0.0	0.0	0.00063262940189236	0.0191069659461197	1
AT1G28130	AT5G37020	3.826294	0.0	0.0	0.0	8.303677637141991e-05	0.007580176316891941	1
AT1G77760	AT2G18060	1.381438	0.0	0.0	0.0	1.33299035423703e-05	0.0025184064537983	1
AT1G32770	AT5G12870	10.547753	103.06467	0.0	0.0	8.21871845085172e-06	0.00297803397552651	1
AT1G19850	AT4G37770	1.890361	0.0	0.0	0.0	1.36246270729546e-06	0.0039715457722195	1
AT3G24650	AT3G51810	8.308053999999998	301.75427	0.0	0.0	0.00133997130361702	0.0165040821270405	1
AT3G28510	AT5G10030	0.738237	0.0	0.0	0.0	4.03820728304671e-05	0.007801102661351721	1
AT1G07640	AT4G39950	2.158403	0.0	0.0	0.0	9.82145344568738e-05	0.016680214321958	1
AT1G35515	AT1G77120	1.231776	0.0	0.0	0.0	1.1326651178588e-05	0.00700613577664627	1
AT3G16770	AT3G23240	2.190558	0.0	0.0	0.0	2.64611260559261e-05	0.00640819387456604	1
AT1G37130	AT5G11260	3.680359	0.0	0.0	0.0	0.000668363871880598	0.0124393495073962	1
AT4G27330	AT4G36920	1.375749	0.0	0.0	0.0	1.67441822783332e-05	0.005927469508773471	1
AT2G36270	AT3G51810	6.612537	150.96832	0.0	0.0	0.0194390791357824	0.0331354307728039	1
AT2G27300	AT3G03450	6.719981	425.4779	0.102317	0.2812283370460913	0.00135994253677592	0.0202426215129655	1
AT1G79180	AT4G34050	8.486747	1793.8447	0.0	0.0	0.0346087250561066	0.0543100985670816	1
AT3G61910	AT5G56110	1.637094	0.0	0.0	0.0	7.31726370416374e-07	0.00277064049393701	1
AT1G77120	AT2G47190	3.125674	0.0	0.0	0.0	0.00288312496100244	0.0313061097447702	1
AT3G44750	AT5G17430	3.0136990000000003	0.0	0.0	0.0	0.0056873740157581286	0.0491646507738605	1
AT1G78390	AT2G20180	0.824778	0.0	0.0	0.0	3.1700488574824e-07	0.00102207304530058	1
AT3G22370	AT3G27810	3.4464	0.0	0.0	0.0	5.94004298152112e-06	0.0017810327000727698	1
AT1G66350	AT2G20180	1.536856	0.0	0.0	0.0	0.00016117922615576	0.00642417961016533	1
AT2G45660	AT4G02560	1.344732	0.0	0.0	0.0	2.04961262011292e-06	0.0	1
AT4G18960	AT5G35770	3.167789	0.0	0.0	0.0	2.0042320816015306e-06	0.0015216373440022901	1
AT2G15620	AT2G40260	1.1194309999999998	0.0	0.0	0.0	6.61452872651501e-06	0.00611613344496939	1
AT1G09770	AT1G62360	0.253327	0.0	0.0	0.0	1.25185301387167e-05	0.0028012604623045	1
AT4G09960	AT4G18960	10.857499	1171.9857	0.163856	0.33831979972567805	0.0013828854592548801	0.0350763327648888	1
AT2G20180	AT3G05120	3.83518	0.0	0.0	0.0	0.00027018058790955	0.0106370770041583	1
AT2G40950	AT2G46680	2.734683	0.0	0.0	0.0	0.000409093646019818	0.022170019145377005	1
AT1G77760	AT4G13480	0.571546	0.0	0.0	0.0	1.12172813145268e-06	0.00277988377977331	1
AT1G76580	AT2G15620	0.799874	0.0	0.0	0.0	6.376546651265092e-05	0.00924354360093217	1
AT1G17420	AT2G03340	3.481189	0.0	0.0	0.0	0.000315561260539126	0.0201482919093549	1
