source	target	clr	grnboost	tinge	aracne	wgcna	mrnet	prediction
AT2G46830	AT5G02810	9.381689	174.89973	0.0	0.0	0.00712919273643974	0.0379890339662772	1
AT1G69120	AT5G60910	18.844082	3620.345	0.0523134	0.3632978483098398	0.0063834348408055705	0.0223673001350548	1
AT2G14610	AT3G56400	12.730006	1087.8163	0.0	0.0	0.0280269447904332	0.0449840898384952	1
AT3G11410	AT4G25480	13.845392000000002	2204.9375	0.106428	0.2182779524769883	0.020243403649719	0.07240824042191099	1
AT2G17950	AT2G27250	8.867558	555.9488	0.06273490000000001	0.0	0.000124913585999274	0.016923803481201	1
AT1G53230	AT2G37630	12.937229	685.10645	0.260443	0.525430494803238	0.0360431375372757	0.10206725693714397	1
AT3G56400	AT3G57260	9.884605	528.24615	0.0	0.0	0.0167313218917612	0.047506430712559014	1
AT1G34370	AT5G07440	11.375824	1321.2938	0.34359	0.5628159070655178	0.0943630448851957	0.104087043981966	1
AT1G22070	AT2G14610	8.318709	235.46239	0.0	0.0	0.00140297460456739	0.015061084033361	1
AT2G22330	AT5G60890	15.603492	4826.432	0.203962	0.4668504320661874	0.0169995375183289	0.0622286561597555	1
AT2G18660	AT3G56400	13.316953	2025.9696	0.0	0.0	0.0408653300442395	0.0814699350565546	1
AT5G23010	AT5G61420	18.14481	3357.892000000001	0.0	0.0	0.066397204969176	0.0688004007401296	1
AT1G09080	AT1G42990	9.984323	4732.6177	0.0	0.1423107124390189	0.00690097028386474	0.0518697773921488	1
AT2G26150	AT2G47180	13.707267000000002	0.0	0.0	0.0	0.0306852334636141	0.0427521943688123	1
AT4G09820	AT5G42800	46.953903	21349.436	0.312848	0.4011445362658521	0.0616966067171233	0.16213590985051698	1
AT1G69120	AT4G18960	16.729551	1374.838	0.0752944	0.1855705952291976	0.000283500786943584	0.0112462522840601	1
AT1G79840	AT5G40330	28.344591	7456.609	0.196727	0.3268624943494177	0.0122859127110508	0.125448939700654	1
AT2G38470	AT3G15210	12.248891	346.52844	0.0	0.0	0.117800130479245	0.099833557433746	1
AT1G32640	AT3G16470	12.569643	369.79733	0.127831	0.20842669707295147	0.0196308328777337	0.0632944540604271	1
AT2G22300	AT3G48090	7.588895	0.0	0.0	0.0	0.0180496802498545	0.049656798072915	1
AT1G56650	AT3G29590	21.037287	6474.251	0.0	0.5935488003581385	0.0265681094200015	0.0579006170834813	1
AT2G42540	AT4G25480	15.886829	1924.0482	0.0	0.13445215039194167	0.0256306599796285	0.0539292006969913	1
AT3G12580	AT5G05410	12.392893	1876.3965	0.172531	0.3305847375428679	0.0578497385008663	0.0785027349634546	1
AT2G20610	AT5G61420	13.382519	717.1505	0.0	0.0	0.0363236508772177	0.065374047281777	1
AT5G05730	AT5G60890	7.171369	0.0	0.0	0.0	0.00144384999601757	0.0339727373514871	1
AT1G69490	AT3G47340	17.063549	4857.042	0.105161	0.1783143337218429	0.0211154912259602	0.0540566600288972	1
AT1G12370	AT5G11260	12.622713	882.02075	0.0	0.0	0.0892718126635599	0.0759347335785317	1
AT1G32640	AT5G47220	10.515712	346.9504	0.0	0.0	0.0233121643079979	0.0429390513560299	1
AT1G06160	AT5G47220	19.946568	17759.123	0.231226	0.4163136370603268	0.0327343839077577	0.0801311261623231	1
AT1G24260	AT3G54340	25.49514	8858.166	0.208503	0.38467040467567387	0.0142027188029936	0.0482820716315867	1
AT1G24260	AT1G69120	18.464157	3697.6953	0.0	0.2161365918714562	0.0024920345232332	0.021655057504914	1
AT1G20450	AT4G25480	15.055212	1936.6451	0.0876362	0.17466048119635444	0.0752239344219742	0.0890665957593821	1
AT1G79840	AT2G46410	15.654118	3676.765	0.0690915	0.1857973068794264	0.00114203908466659	0.0363454631572317	1
AT1G12370	AT3G17609	12.092213	2401.2136	0.421401	0.34670298166194713	0.0644293632577852	0.097068222913098	1
AT2G15620	AT5G61420	10.93896	875.7933	0.131825	0.2948149006443111	0.0109896235328663	0.0575742146291977	1
AT1G79840	AT2G37260	19.202972	4982.697	0.181408	0.3082007177861067	0.0044951983054695	0.105826192347099	1
AT1G27730	AT1G32640	14.36633	379.81427	0.0	0.0	0.0519808315796607	0.0739356688869868	1
AT1G32640	AT3G15210	13.410382	1132.5939	0.0	0.4205687872063569	0.0556836563877648	0.118849430457911	1
AT1G21970	AT2G17950	6.241274	116.338005	0.0	0.0	1.09117756925499e-06	0.00668013221955082	1
AT1G02340	AT4G16780	18.487698	7340.776	0.240433	0.4240450908036333	0.0129527891202257	0.103115603953857	1
AT5G05410	AT5G59720	9.463949	522.3061	0.0	0.0	0.0120664878442149	0.0425167830535602	1
AT1G69120	AT2G33810	14.47037	2497.246	0.0	0.0	0.00526080671760287	0.0382696919429413	1
AT2G14610	AT4G31800	6.0617839999999985	193.53903	0.0	0.0	0.00419666511446567	0.0299045055601041	1
AT1G06160	AT5G44420	21.420513	10281.54	0.155903	0.3220807341013628	0.0115729929981191	0.0508804699819982	1
AT2G33380	AT4G27410	13.426144	2356.4917	0.0	0.3110590375373283	0.0375410841472942	0.0687348018304908	1
AT3G50970	AT5G05410	12.547753	4737.9854	0.384804	0.4883848413954738	0.0890824153195529	0.136276319563486	1
AT5G07690	AT5G61420	17.407238	1703.276	0.0	0.2706900849645386	0.0597012576850157	0.0711003779911822	1
AT2G38470	AT3G26830	6.029698000000002	199.33907	0.0	0.0	0.0395994183958033	0.0644987336549258	1
AT2G38470	AT3G52430	9.968857	703.18085	0.0	0.0	0.0479452542942067	0.0734901762626569	1
AT2G28160	AT3G58810	18.525928	3604.7327	0.417199	0.5643949374655466	0.109205297868987	0.10537693373350696	1
AT2G33810	AT5G60910	21.226065	8419.889000000001	0.0678059	0.3111073665851884	0.0194709078880509	0.0485591144901443	1
AT2G22770	AT3G15950	32.328540999999994	8302.423	0.434199	0.5721615988186379	0.111122757598268	0.0751968223967539	1
AT1G24260	AT4G18960	18.945007	6008.9736	0.17647100000000002	0.35755118221340104	0.00320172359681175	0.0404454689062289	1
AT3G11410	AT4G34000	17.161825	1691.5984	0.467834	0.5793738669587234	0.121735621180662	0.108556606409571	1
AT1G64280	AT4G31800	8.059747	0.0	0.0	0.0	0.029069041204074	0.055707071866154007	1
AT1G12860	AT5G53210	7.428794	1545.6188	0.0	0.0	0.0184354531115433	0.0484126076993593	1
AT1G07640	AT4G31500	6.322042	0.0	0.0	0.0	0.0007135703061616532	0.0275698600598002	1
AT1G45145	AT1G62300	5.911335	793.9681400000003	0.0	0.3927543577759363	0.0543615005913465	0.0692859073764211	1
AT1G65620	AT4G08150	5.392233	0.0	0.0	0.0	0.000399052008397494	0.0105998408685089	1
AT1G65480	AT2G46830	5.392159	0.0	0.0	0.0	3.457484968154569e-05	0.0051089431792221895	1
AT3G11410	AT5G67300	12.258574	1317.7745	0.158289	0.2379856413634749	0.00868746497183566	0.100785475121737	1
AT2G47460	AT5G11260	20.717741	3644.1372	0.22818	0.33102891036526194	0.0222991385413877	0.16846725462353	1
AT1G56650	AT1G66390	18.812214	17681.47	0.27783	0.3529202406404658	0.0438622481570378	0.16986785498844198	1
AT1G01060	AT1G65480	5.3248370000000005	0.0	0.0	0.0	7.35974519536302e-05	0.00907608485029945	1
AT1G42990	AT2G31955	6.608113	0.0	0.0	0.0	0.0315284304335056	0.0401663157383126	1
AT3G30775	AT3G54620	5.280434	0.0	0.0	0.0	0.0108949733356488	0.0442689338953224	1
AT4G37750	AT5G60690	8.323493	570.4615	0.136022	0.25168619883188864	0.0219972777301886	0.0512449475731809	1
AT1G17420	AT1G32640	19.590433	3778.0425	0.264276	0.35477090028831715	0.0616636049671169	0.0628329122177504	1
AT4G20380	AT5G61900	5.174345	0.0	0.0	0.0	0.0152982286768982	0.0533970507326529	1
AT2G46830	AT5G37260	6.994689	260.37753	0.0	0.0	0.00167908661205174	0.0222630325508964	1
AT3G17609	AT5G13930	10.988711	345.60504	0.0	0.0	0.0503939668882962	0.0743820708712362	1
AT1G01060	AT1G22770	10.638001	961.016	0.0	0.3844026401522929	0.0171505303537806	0.0452479745043135	1
AT4G37650	AT5G03150	8.511959	1151.5024	0.0	0.14025172740761266	0.000916687656265605	0.0270415887051461	1
AT1G75040	AT3G56400	8.211739	293.75198	0.0	0.0	0.023578577033872	0.049252576080972006	1
AT2G22540	AT2G45660	13.828252	3514.1013	0.20496	0.2443909565001421	0.00917605912026585	0.0617492400348502	1
AT2G38470	AT3G23240	6.8038149999999975	0.0	0.0	0.0	0.00895766857617647	0.057380307462081	1
AT2G40220	AT4G27160	7.987839	213.9573	0.0	0.0	6.78883182686629e-05	0.00722994038635708	1
AT3G24650	AT4G27160	10.507986	0.0	0.0	0.0	0.0150113974975132	0.0282935675671315	1
AT2G22770	AT3G09260	31.412739	10093.945	0.205077	0.645113925834772	0.0753655167560267	0.0616934136471514	1
AT5G15840	AT5G37260	23.45903	6428.8984	0.187872	0.3959226600879864	0.0130833260867174	0.12931271637981198	1
AT4G18960	AT5G61850	7.307082	0.0	0.0	0.0	2.62973734262073e-06	0.00255498563772701	1
AT1G01470	AT5G05410	11.5571	333.5019	0.0	0.0	0.0393622175549549	0.0825556691727521	1
AT1G32240	AT2G37630	9.161214	258.51477	0.0739713	0.0	0.00240143288268267	0.0370372589407624	1
AT1G69120	AT5G61850	14.669847	1601.8922	0.0	0.17841498506446868	0.0006356135869759113	0.0148270694113035	1
AT4G03060	AT5G61420	12.49774	5247.755	0.347322	0.4857693718122285	0.0404640261608179	0.10531707500794	1
AT1G69180	AT5G20240	18.9496	12403.393	0.184326	0.3851382487235023	0.00567867796453464	0.0479722467126296	1
AT2G47460	AT5G08640	24.29339	5999.8594	0.31913	0.4051743064342614	0.0411351189216011	0.237495456829645	1
AT1G09530	AT5G13630	4.544622	0.0	0.0	0.0	0.0183260796068753	0.0437416933970459	1
AT1G32640	AT4G17490	7.767819	0.0	0.0	0.0	0.00803366592922484	0.0494074444522109	1
AT2G47460	AT4G15480	23.057922	11574.625	0.0693908	0.29883518869219955	0.0328884255577833	0.0477227396062426	1
AT3G54220	AT4G37650	7.2963809999999985	879.79626	0.0946782	0.18240468221950146	0.002418489791161511	0.0469501467827762	1
AT2G42840	AT4G21750	10.072935	1084.958	0.300742	0.0	0.0601834217605814	0.0832729163586778	1
AT1G09530	AT2G30570	4.361372	0.0	0.264922	0.0	0.0280604884513879	0.0441573922533824	1
AT2G33860	AT2G37630	9.972754	1422.7009	0.101357	0.18209636030864407	0.0446664956091692	0.061198457865406	1
AT1G32240	AT1G65620	4.163883	0.0	0.0	0.0	8.99941198608803e-05	0.0116240622533848	1
AT1G19850	AT4G32880	8.146878	216.14307	0.102162	0.1945570834937236	0.0111609334591109	0.0532361084728148	1
AT4G13770	AT5G07690	22.675346	2901.9033	0.34360100000000005	0.4574710753758179	0.113534205431045	0.065842766835032	1
AT4G08150	AT4G36870	4.0556730000000005	0.0	0.0	0.0	1.6420377518639002e-05	0.010573139577962	1
AT1G09350	AT4G25480	21.0779	9027.542	0.217277	0.3817217116841519	0.0591388440967036	0.14093323040632502	1
AT2G30250	AT5G62020	6.5018400000000005	0.0	0.0	0.0	0.016338382630826997	0.0617032322362014	1
AT2G46830	AT3G59060	10.337535	821.7569599999997	0.0	0.0	0.0200214236513631	0.0629648362397768	1
AT1G20440	AT4G25480	10.439208	157.3526	0.0	0.0	0.0533816861287686	0.0831588082498594	1
AT1G69120	AT4G35900	8.24461	190.97644	0.0	0.0	9.29060311957601e-05	0.00938573963071855	1
AT2G22770	AT2G39310	18.718935	2040.054	0.0	0.1634457606815116	0.00674584270845016	0.0480795060229666	1
AT2G31160	AT3G15170	9.011774	354.93408	0.0	0.0	0.00457182306393075	0.0168371338790819	1
AT1G28370	AT1G32640	13.265914000000002	588.4419	0.0	0.0	0.0639207169771162	0.0674930967981349	1
AT3G15500	AT5G51070	7.504161999999999	516.4343	0.0	0.0	0.0303517498088383	0.0711539405849749	1
AT2G26150	AT3G09640	10.971135	458.264	0.0	0.0	0.0112981664669515	0.0265809086837907	1
AT1G32640	AT2G24850	10.847293	2711.7866	0.0	0.3106111292699877	0.0128768081128909	0.0647968824161466	1
AT1G65480	AT5G62430	4.172377	0.0	0.0	0.0	0.000192101373425305	0.0160459561500868	1
AT5G07700	AT5G23010	10.050814	572.896	0.0	0.0	0.0032704533381244802	0.0347332886368509	1
AT1G65480	AT3G07650	3.699031	0.0	0.0	0.0	8.39218471351097e-07	0.00306922052749343	1
AT1G43160	AT4G25490	3.690401	0.0	0.0	0.0	0.000148377875995781	0.0133467315508057	1
AT2G15890	AT4G26150	4.000265	0.0	0.0	0.0	0.007316432228512241	0.0406726983538014	1
AT3G15170	AT3G23290	7.000011	463.81638	0.0	0.0	0.00153293932069173	0.00990093772555717	1
AT1G56650	AT4G09820	18.29517	3732.9316	0.07763099999999999	0.0	0.0143842104962426	0.0428511651804864	1
AT1G14350	AT4G34160	7.4429919999999985	0.0	0.0	0.0	0.0127658644603995	0.0291020749727534	1
AT1G69120	AT2G45660	12.719231	238.97722	0.0	0.0	0.00202588742891309	0.0127534774848369	1
AT2G26150	AT3G22840	6.208603	0.0	0.0	0.0	0.0174742489236033	0.0605085145197189	1
AT1G77760	AT5G57660	7.437283	608.41266	0.166876	0.3028258284486688	0.00502248708907309	0.0530676504546289	1
AT1G01060	AT5G37260	5.682607	360.8983	0.0	0.0	0.00023125437138421	0.00838003310064336	1
AT1G19180	AT2G20180	3.559393	0.0	0.0	0.0	0.00867549894185197	0.0553206779677384	1
AT2G47460	AT3G51240	20.964176	2595.374	0.199515	0.2690751235896234	0.0295908612224977	0.139494107897242	1
AT1G18570	AT1G74100	5.825995	0.0	0.0	0.0	0.0271861723801719	0.0588131758773222	1
AT2G22240	AT5G16820	5.637702	0.0	0.0	0.0	0.0176113010710571	0.0396085585077775	1
AT1G22770	AT2G46830	7.328246000000001	157.24251999999996	0.0	0.0	0.000847017190211248	0.0216706811952695	1
AT1G31320	AT2G15620	3.226676	0.0	0.0	0.0	0.000513747048093072	0.0238432873643079	1
AT1G06160	AT3G12500	7.436228999999999	410.41412	0.0	0.0	0.0009660948342419787	0.0244261984986527	1
AT3G01420	AT4G36540	3.259313	0.0	0.0	0.0	0.0222658879576695	0.0603146232418044	1
AT1G52890	AT5G51070	6.9846850000000025	334.89047	0.0	0.0	0.0303544902466493	0.0764795249957558	1
AT4G18960	AT4G27330	8.842324000000003	467.2629	0.197439	0.3900401568333605	0.007396053326521809	0.0483286794597571	1
AT2G30490	AT4G36540	4.595238	0.0	0.0	0.0	0.009347638468780109	0.0491071622900883	1
AT3G54340	AT5G61850	10.162864	0.0	0.029011500000000006	0.12001596657475565	3.35067718566468e-05	0.00577846513525789	1
AT1G71930	AT2G38080	12.945369	1162.7535	0.0	0.0	0.0422271280469106	0.0481596149961429	1
AT1G69180	AT3G54340	13.313646	2657.8655	0.0	0.0	0.0005817132011003161	0.0189936828176536	1
AT1G32640	AT4G25470	11.851437	1011.17584	0.0	0.0	0.007677321685153041	0.0380668894460045	1
AT2G36270	AT5G56270	3.075023	0.0	0.0	0.0	0.000423183140360819	0.0185418327183738	1
AT2G20180	AT4G27440	4.258131	0.0	0.0	0.0	0.007404941636968271	0.0400006502459869	1
AT2G38470	AT5G60890	4.954892	214.69745	0.0	0.0	0.0111156326241974	0.0553196368451381	1
AT2G20180	AT2G29090	2.999149	0.0	0.0	0.0	0.0018150585732930602	0.0187469428375727	1
AT3G26744	AT5G53210	5.758545	0.0	0.0	0.0	0.0118153740914567	0.0343775880938133	1
AT1G56650	AT3G55120	10.650953	2283.9587	0.0	0.0	0.0386736544209734	0.0698465593613533	1
AT1G44575	AT2G36890	4.569447	0.0	0.0	0.0	0.0334707193275861	0.0582139736199721	1
AT2G20180	AT3G44320	4.490169	0.0	0.0	0.0	0.007062253794498479	0.0401082646306729	1
AT2G28160	AT5G03570	11.142525	347.9083	0.132508	0.2746440506547955	0.100170686708926	0.0796334496604674	1
AT2G43010	AT2G46830	5.092683	0.0	0.0482461	0.0	0.000889138598281857	0.0132632396383759	1
AT5G20240	AT5G61850	10.027738	623.9956	0.0	0.0	0.000139990281452735	0.0058506400198462295	1
AT1G09530	AT1G44446	2.800566	0.0	0.0	0.0	0.008419554805670429	0.0298887959855343	1
AT2G20180	AT5G67030	3.618519	0.0	0.0	0.0	0.00980380525598078	0.0511365514182915	1
AT4G36540	AT5G17330	3.655163	0.0	0.0	0.0	0.0394714591446461	0.0511448510503167	1
AT2G30750	AT4G36540	2.778093	0.0	0.0	0.0	0.0150902185402557	0.033168493909624	1
AT2G31650	AT2G36010	4.123384	0.0	0.0	0.0	0.00020817956354521398	0.0196150084029617	1
AT2G26150	AT3G02990	5.350492	0.0	0.0	0.0	0.000324399996172897	0.020360708063168	1
AT1G01380	AT5G14750	5.555421	604.79285	0.0	0.0	0.000358227317636158	0.0213817916937989	1
AT2G40080	AT5G11260	11.285925	887.4363400000003	0.0773316	0.2197353822656173	0.0022500544986686693	0.0401514618716498	1
AT1G01060	AT5G02810	4.957398	0.0	0.0	0.0	0.00025682846112967	0.0105479721425727	1
AT1G69120	AT5G03840	10.499908	355.80704	0.0	0.0	0.000506321972945616	0.0147921401474542	1
AT1G43160	AT4G25470	2.650827	0.0	0.0	0.0	0.00032907812268114905	0.021984443259492	1
AT1G56600	AT2G26150	7.377485000000001	543.4707	0.0	0.0	0.0029380106254300107	0.0244111691785673	1
AT3G58780	AT5G67110	13.366453	4874.649	0.230479	0.3767055353736568	0.0404487049682302	0.123177565827705	1
AT3G07650	AT5G15840	14.277891	2469.5457	0.0916279	0.19006548460189515	0.00518139679526629	0.0471487880392666	1
AT2G29350	AT5G56860	2.599429	0.0	0.0	0.0	0.00339886408114167	0.0278342246042822	1
AT4G15480	AT5G11260	11.648984	709.2081	0.0	0.0	0.0785197150575403	0.0538289170983782	1
AT2G37260	AT4G09820	15.075163	4371.052	0.0	0.0	0.0038491782327370297	0.0228414964356881	1
AT2G01570	AT2G20180	4.7222	0.0	0.0	0.0	0.0032521027497674397	0.0274962756697812	1
AT2G20180	AT5G20960	2.545498	0.0	0.0	0.0	0.00258007040881117	0.0298402820108896	1
AT1G30040	AT2G20180	3.739763	464.84113	0.0	0.0	0.00696389841047876	0.0391379541128653	1
AT3G01220	AT3G01420	3.729053	0.0	0.0	0.0	0.0345241650875672	0.0515234506721093	1
AT2G40220	AT3G24650	10.457789	1079.879	0.0377232	0.08112249036451957	0.000472874110110215	0.0137354103234559	1
AT1G62360	AT4G00180	2.836568	0.0	0.0	0.0	0.0117850676451234	0.0275415029048075	1
AT2G19190	AT4G01250	2.852066	0.0	0.0	0.0	0.0034637535695437103	0.025589802600424	1
AT1G56650	AT5G17050	12.413671	4755.24	0.0	0.0	0.0305937299230395	0.0716985888812686	1
AT3G04720	AT5G47220	8.116924000000001	379.0559	0.0	0.26187382682286564	0.0100051997323204	0.0385724257401173	1
AT2G24570	AT3G45140	3.549661	0.0	0.0	0.0	0.0318222164063081	0.0475083038953366	1
AT1G63650	AT5G07100	4.085499	0.0	0.0	0.0	0.0010491151502824401	0.0274570380228247	1
AT2G01500	AT4G18960	2.375876	0.0	0.0	0.0	1.87348387410085e-06	0.00354159213060369	1
AT2G33810	AT5G61850	6.504167	0.0	0.0	0.0	3.46001225334125e-05	0.008486404185464591	1
AT4G36920	AT5G49360	2.37272	0.0	0.0	0.0	0.00017611646501090902	0.0215578978102608	1
AT1G66200	AT5G56270	2.3685110000000003	0.0	0.0	0.0	2.61708520673534e-05	0.00377044297109775	1
AT1G51680	AT4G38620	12.436918	1850.9952	0.262967	0.4126752379406853	0.0978495984663459	0.0515097174321469	1
AT1G37130	AT3G17609	9.196236	544.00446	0.134823	0.2707023541059269	0.0186230574368362	0.0606644585177614	1
AT1G76420	AT5G61850	7.633336	1317.2944	0.0185923	0.0	0.00171635409002528	0.0168823988873063	1
AT1G01380	AT1G79840	8.051903	324.45865	0.0355191	0.0	4.63882222284344e-05	0.0166874552751901	1
AT1G16490	AT4G37970	3.321905	0.0	0.0	0.0	3.4019327460646e-06	0.00557842716483717	1
AT2G30490	AT2G43000	2.526146	0.0	0.0	0.0	0.00427329490206231	0.0273975214126171	1
AT1G79840	AT5G14750	9.946885	2117.2222	0.0	0.0	0.0065103791857712	0.046770344394832	1
AT1G69180	AT3G24650	3.799859	0.0	0.0	0.0	5.14421628857282e-07	0.00287008512360639	1
AT2G23550	AT4G09820	9.576127	248.37216	0.0	0.0	0.00314553499997661	0.0300880210605512	1
AT1G19220	AT4G14550	10.14112	698.7597	0.0865889	0.1710720501956763	0.00208486550128143	0.0341186325702303	1
AT1G26310	AT5G03790	2.801435	0.0	0.0	0.0	1.92306704447983e-07	0.00187788969353133	1
AT1G03630	AT2G20180	3.053755	0.0	0.0	0.0	0.0111065342487719	0.0450323117140106	1
AT1G24260	AT4G09960	14.245028	2228.8467	0.204109	0.3995412096371478	0.0131647246245275	0.03639884389756	1
AT1G24260	AT4G27330	3.3657550000000005	300.2528700000001	0.0	0.0	1.10470452382412e-05	0.00585750587897349	1
AT4G25490	AT5G52310	9.904371	1829.9207	0.0	0.0	0.00904497318394003	0.0539913133812446	1
AT2G20180	AT4G23750	2.234607	0.0	0.0	0.0	0.000284273103729039	0.00707421897966425	1
AT5G60910	AT5G61850	13.910439000000002	517.3485	0.0	0.0	0.000393528002245048	0.0132379734055506	1
AT4G14550	AT5G20730	2.509814	0.0	0.0	0.0	0.000278876540548195	0.0110964654129727	1
AT1G52890	AT3G45140	3.5834660000000005	134.22799999999998	0.0	0.0	0.009440934564303307	0.0433051752719439	1
AT1G04240	AT4G25470	7.416703999999997	0.0	0.0	0.0	0.004271959781560921	0.0341129662639864	1
AT1G65620	AT4G00180	6.261021	0.0	0.0	0.0	0.000361099824426816	0.0212879894554995	1
AT1G17420	AT1G74930	12.783605	1663.6459	0.0	0.0	0.0106035186130252	0.0458584059991744	1
AT2G01570	AT3G30775	2.742448	0.0	0.0	0.0	0.00025461564017106804	0.0276500999932802	1
AT1G28300	AT3G26790	4.600443	165.15633	0.0	0.0	0.0005940712591797822	0.0285592411580913	1
AT3G54340	AT5G26340	2.178482	0.0	0.0	0.0	4.31086472874295e-06	0.00365161011072999	1
AT1G17420	AT1G27730	9.617692	647.4709	0.0	0.0	0.0450696990797612	0.0732150065604599	1
AT5G05410	AT5G52300	6.438343	187.88298	0.206276	0.0	0.01097707168628	0.0471826659763631	1
AT1G20440	AT1G52890	7.754401	0.0	0.0	0.0	0.0199263270105567	0.0709812844180051	1
AT3G04670	AT3G24500	2.827992	0.0	0.0	0.0	0.000762880454649686	0.009359872919432759	1
AT2G46270	AT4G10040	4.6479610000000005	0.0	0.0	0.0	0.00475806896749079	0.0437506298498056	1
AT3G60750	AT5G61420	3.810741	0.0	0.0	0.0	0.00423508207422189	0.0445937568136956	1
AT1G14920	AT2G20180	4.188415	0.0	0.0	0.0	0.007429445930676859	0.046931925064692	1
AT1G27730	AT4G25100	2.660458	0.0	0.0	0.0	1.91801779960348e-05	0.0024429796099878893	1
AT1G52890	AT5G52300	6.982958999999999	0.0	0.0	0.0	0.0185508992691546	0.0589744648068185	1
AT1G07640	AT5G23010	3.837112	0.0	0.0	0.0	3.5481015774501e-05	0.00655739636919809	1
