edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
AT4G13770-AT5G61420,528.33075,9839.132,3929.5652,2043.9037,5706.6553,5832.166,1525.036,2691.4734,3112.8027,1409.5088,1194.6339,5888.9165,2066.4563,2232.2383,1031.9191,1135.6682,4637.946,1853.6346,1647.3014,533.7961,9839.132,2942.0542125
AT2G27300-AT3G03450,,,,,,,,,,,425.4779,,,,,,,,,,425.4779,425.4779
AT2G43360-AT3G54320,,529.76953,,194.51811,,,,,,,142.83133999999995,,,,,,,,,,529.76953,289.03966
AT2G43360-AT3G54320,,,,285.0603,,,,,,,,,,,,,,,,,285.0603,285.0603
AT1G01380-AT5G14750,,604.79285,,,,,,,,,,335.45715,,,,,,,,,604.79285,470.125
AT1G01380-AT3G27920,,,,,,,,,,,,,,137.60981999999998,,,,,,,137.60981999999998,137.60981999999998
AT1G23420-AT5G41410,,,275.49237,,,,,,,,,,,,,,,,,,275.49237,275.49237
AT1G23420-AT5G42630,,,309.2771,,,,,,,,,,,,,,,,,,309.2771,309.2771
AT1G09080-AT1G42990,,4732.6177,,414.31448,,,136.6507,,1309.8,,,2471.8406,257.68953999999997,,,262.63235,,,,,4732.6177,1369.3636242857142
AT1G01470-AT5G05410,,,,,,,,,,,138.55127,333.5019,130.08026,,135.3045,,,,,,333.5019,184.35948249999998
AT2G42540-AT4G25490,,,,,,,,,,,,,,,,,,,312.672,,312.672,312.672
AT2G42540-AT4G25480,162.93507,1893.3848,858.9744,,366.04156,1566.5056,455.73175,,,865.6441699999997,,296.1362299999999,265.69537,,,,,,1924.0482,427.2794,1924.0482,825.6705954545455
AT1G52690-AT5G05410,,558.1593,,,,,503.4241,290.26862,,,,,,,,,,415.21295,,,558.1593,441.7662425
AT3G23130-AT4G18960,132.42407,,,,,,,,,,,,,,,,,,,,132.42407,132.42407
AT2G33380-AT4G27410,100.37741,,,262.10596,355.63345,2356.4917,,,,142.33551,,,,,182.82907,,715.184,,263.24414,292.22827,2356.4917,518.9366122222223
AT3G11410-AT4G25480,532.8763,1377.2898,,811.587,,,,,581.5897,,,2204.9375,,,,,,521.94543,,,2204.9375,1005.0376216666667
AT3G11410-AT4G34000,,,,367.4519,,755.86584,203.54726000000002,,389.28482,513.6471,,,171.17523,,,,,1691.5984,230.21083,229.82039,1691.5984,505.84464111111123
AT3G11410-AT5G67300,80.78732,,,270.82745,454.44574000000006,1317.7745,,,,352.605,441.9061,,220.02582,,,,,,,,1317.7745,448.3388471428571
AT1G20450-AT4G25480,,817.0731,,,,1261.7706,,240.74887,,640.3187,,227.52022999999997,614.905,642.2615400000002,,583.14044,207.1627,979.66455,1936.6451,190.00185,1936.6451,695.1010566666668
AT3G17520-AT5G05410,,,,,,,,,,317.5437,,,,,,,,,,,317.5437,317.5437
AT1G65480-AT5G15840,,,,,,,,,,,,,555.6127,,,,,,,,555.6127,555.6127
AT1G65480-AT5G37260,,,,,,606.7116,,,,,,304.54877,,117.741196,,,,,,,606.7116,343.0005220000001
AT1G65480-AT5G10140,,,,,356.409,,,,,,,,,,,,,,,,356.409,356.409
AT1G69490-AT5G52310,,,,,,,,,,,,,,,,204.53758,,,,,204.53758,204.53758
AT1G69490-AT3G47340,,460.66357,,798.6441,,,305.1992,658.46826,4857.042,,,391.22595,,,,,,,,,4857.042,1245.20718
AT1G62290-AT3G26790,,1103.5533,,,,,,,,,,,223.69697999999997,,,,,,,,1103.5533,663.62514
AT2G42530-AT4G25480,562.27203,1562.7644,782.0328,548.4194,1389.9996,2079.3503,2403.8184,,,5208.5674,,1462.0912,1650.8339999999994,903.52405,476.23273,,2048.3257,,6785.3319999999985,885.6460599999997,6785.3319999999985,1916.614004666667
AT3G22840-AT5G11260,209.43285,1032.8582,650.0176,,273.93826,,810.57275,,1068.9127,,,586.2153,,,1696.3574,,,,,1106.7424,1696.3574,826.1163844444444
AT3G50970-AT5G05410,,4737.9854,,1112.9669999999999,678.0155599999998,340.78265,876.6163,2363.435,663.8559,,303.2727700000001,1700.1086,604.0145,,868.8326400000003,,701.20123,2714.9705,343.9804,323.2794,4737.9854,1222.22119
AT1G13260-AT4G25470,,,,,,885.1339,766.6529,,,3447.5605,,,410.9443,,,,,191.5676,11648.081,,11648.081,2891.6567
AT2G42840-AT4G21750,,1084.958,220.76134,,,,,526.435,515.8127,,,,,,,299.67007,,,,,1084.958,529.527422
AT1G61720-AT5G35550,,1663.1791,745.46954,,,,,,,,2412.9622,,,,,,,,,,2412.9622,1607.2036133333334
AT1G61720-AT4G09820,,2198.8733,793.863,,,,,,,,655.6455,,,,,,,,,,2198.8733,1216.1272666666666
AT1G24260-AT3G54340,,8858.166,1553.4359,462.50073,,,,,,628.9376,1466.0831,,,3001.5332,,,,374.27243,414.3191,,8858.166,2094.9060074999998
AT1G24260-AT4G09960,,,,,,,,,,,2228.8467,,,,,,,,,,2228.8467,2228.8467
AT1G24260-AT1G69120,,3697.6953,,,,,,,,845.64404,,,,1119.7073,,,,,585.07074,,3697.6953,1562.029345
AT1G24260-AT4G18960,,6008.9736,450.64572000000004,,638.0694599999998,464.95532000000003,,,,,771.6351,,690.0938,1373.9423,384.10065,,,278.1792,,,6008.9736,1228.955016666667
AT1G24260-AT4G27330,,,,,,,,,,,,300.2528700000001,,,,,,,,,300.2528700000001,300.2528700000001
AT4G05100-AT4G28110,,,,,,,,,632.8960599999998,,,,,,,,,,,,632.8960599999998,632.8960599999998
AT1G79180-AT2G37040,,2719.1882,,2420.4285,,,,395.10513,4750.5996,,722.2717,,,,,,,596.8133,,,4750.5996,1934.0677383333327
AT1G79180-AT5G48930,,,,,,,,,594.1694,,,,,,,,,,,,594.1694,594.1694
AT1G79180-AT4G37970,,,,,,,,,,,,,,,,,,,171.1879,,171.1879,171.1879
AT1G79180-AT4G34050,,1743.6924,,,,,,,1793.8447,,,,,,,,,,,170.77393999999995,1793.8447,1236.1036800000004
AT1G79180-AT5G54160,,,,,,,,,345.4677,,,,,,,,,,,,345.4677,345.4677
AT1G79180-AT2G40890,,2883.2554,,,,,,,1376.0720000000001,,,,,,,,,,,,2883.2554,2129.6637
AT2G30250-AT5G59820,831.91986,,,,,,,,,,,346.83356000000015,,,181.23721,,,,,,831.91986,453.33021
AT2G14560-AT3G56400,175.89023,8011.4087,,3398.5742,2434.3865,10476.168,2605.137,3667.9119,,3504.7783,989.4431,4790.767,5415.5293,2485.1956,1458.9507,209.60075,7809.526,2343.7107,1725.4266,1095.1238,10476.168,3477.640465555555
AT2G18660-AT3G56400,,728.7554299999997,,1337.1207,202.59473,297.66967999999997,,,260.80742999999995,182.81333999999998,,,2025.9696,,104.58494,297.88394,253.93051,557.3085,,1036.1326,2025.9696,607.1309499999999
AT3G04720-AT5G47220,,,,,152.07416,,,,,155.49748,,,,,,,379.0559,,,,379.0559,228.87584666666663
AT2G14610-AT3G56400,320.48883,,,,,,,,,,,218.54838999999998,1087.8163,,,,,158.36741999999995,,,1087.8163,446.305235
AT2G14610-AT5G06960,152.12784,,,,440.30782999999997,,,,,263.91254,,,,,,,,,,,440.30782999999997,285.4494033333333
AT2G14610-AT5G22570,1230.6704,3842.8506,476.79055999999997,206.11732,6105.281,8320.062,199.57675,,,685.5792,,2008.6370000000002,2727.2666,3252.3887,,,2255.134,255.44867999999997,,,8320.062,2428.138677692308
AT2G14610-AT4G31800,,,,,193.53903,,,,,,,,,,,,,,,,193.53903,193.53903
AT2G14610-AT3G12250,196.13408,,,,,,,,,,,,,,,,,,,,196.13408,196.13408
AT1G75040-AT3G56400,146.51796000000004,,,,272.47382000000005,,,293.75198,,,,,,,,,,,,,293.75198,237.58125333333336
AT1G06160-AT5G44420,323.62784,5748.647,,1266.7904,8146.821,10281.54,185.62206,,,2650.345,,2292.5005,1620.2799,830.41223,,,5218.9624,,1014.8811,646.9549,10281.54,3094.414179230769
AT1G06160-AT3G12500,,,,,410.41412,,,,,,,,,,,,,,,149.31769,410.41412,279.865905
AT1G06160-AT5G47220,,6574.424,,883.0845,3041.5955,17759.123,1199.7281,,,4238.0625,,2495.8306,2050.7205,1083.673,255.03027000000003,,6490.4663,484.49588,4569.0566,3436.0857,17759.123,3897.241175000001
AT4G34000-AT5G52300,,,592.80505,300.8158,774.8984,,,,,138.41234,,1577.2506,,510.29605,,,,,,262.0067,1577.2506,593.7835628571429
AT5G23010-AT5G61420,143.42412,3158.9285,515.6562,1466.4023,837.97565,2741.0562,,832.8249,3357.892000000001,377.80212,649.6894,517.96454,154.59662,173.73486,,,472.23822,458.14795,,,3357.892000000001,1057.2222386666667
AT1G32770-AT1G62990,,,,,,,,,,,,,,,,,,,,131.73438000000002,131.73438000000002,131.73438000000002
AT1G32770-AT4G28500,,,,,,,,,,,508.816,,,,,,,,,,508.816,508.816
AT1G32770-AT5G12870,,,,,,,,,,,,,,,,,,,,103.06466999999999,103.06466999999999,103.06466999999999
AT5G06960-AT5G44420,,,,,,,,,,,,,,,,,,,,98.1038,98.1038,98.1038
AT4G25490-AT5G59820,,,950.3507699999999,,,,131.26163,,,,,,,,,,,,195.57666,,950.3507699999999,425.7296866666666
AT4G25490-AT5G52310,,1315.4001,,221.42134,1042.4568,1829.9207,,356.72345,,239.88799,,1224.4094,1380.6251,,256.09558,,1009.95166,338.09893999999997,1133.6680000000001,291.5609,1829.9207,818.4784584615387
AT3G07650-AT5G15840,,1759.35,,,194.14378,758.29407,418.41483,282.30106,,1408.6318,,2469.5457,134.26355,1360.4133,,,503.06027,,495.77588,614.6515,2469.5457,866.5704783333333
AT3G17609-AT5G13930,84.78033,,,,,,,196.43813,345.60504,247.66002999999998,,,,,,,,,,,345.60504,218.6208825
AT3G17609-AT3G22840,1054.7151,1063.7915,,354.9087,564.62726,,4265.6206,,2409.1494,713.7593,288.15972999999997,792.8172599999997,287.2605,366.39185,,504.22857999999997,,,1130.5066,1839.0117,4265.6206,1116.7820057142856
AT2G33810-AT5G60910,147.6876,8419.889000000001,211.5972,,200.12148,808.8927,234.63391000000001,,,698.0268599999997,177.19556,,141.1892,4334.575,,,,1061.8207,493.7123,410.93805,8419.889000000001,1333.8676584615387
AT2G26250-AT3G28910,,779.5643,,374.81082000000004,,,,,,,,,,462.80877999999996,,,,,,,779.5643,539.0613
AT3G56400-AT3G57260,,,,206.176,,,,,,,,,,,,,528.24615,,,,528.24615,367.211075
AT3G57390-AT5G13790,,1360.4403,,,,,,,1151.9454,,,,614.36914,,,,,462.58664000000016,,,1360.4403,897.3353699999999
AT3G28510-AT5G29000,121.40853999999999,,,,,,,,,,,,,,,,,,,,121.40853999999999,121.40853999999999
AT1G52890-AT3G45140,,,134.22799999999998,,,,,,,,,,,,,,,,,,134.22799999999998,134.22799999999998
AT1G52890-AT5G51070,,,,,,,,,,,,,,,,,,334.89047,,,334.89047,334.89047
AT2G28160-AT3G58810,252.33812000000003,1252.563,,,,,250.65927000000002,3604.7327,484.7247,,,1022.14465,461.5263,,,325.78143,,,,,3604.7327,956.80877125
AT2G28160-AT5G03570,,,,,,,120.945816,347.9083,,,,187.01698000000002,227.7153,,246.39825,206.49489,,293.6939700000001,,,347.9083,232.8819294285714
AT1G03840-AT4G37650,,,,,,,,,1272.6981,,,,,,,,,,,,1272.6981,1272.6981
AT1G62360-AT4G00220,,,,,,,,,,,365.64203,,,,,,,,,,365.64203,365.64203
AT1G62360-AT1G76420,,,,,,,,,,,,,,136.97014,,,,,,,136.97014,136.97014
AT1G62360-AT3G15170,,,,,,598.8853,,,,,,,,181.41634,,,,,,,598.8853,390.15082
AT1G04240-AT1G19220,,,,285.3642,,,,,,,,,,,,,,,,,285.3642,285.3642
AT2G23550-AT4G09820,,,,,,,,,,,248.37216,,,,,,,,,,248.37216,248.37216
AT2G23550-AT3G13540,,,,,,,,,,,773.0643,,,,,,,,,,773.0643,773.0643
AT1G09350-AT4G25480,,1273.3196,,,1237.9148,9027.542,1487.9347,234.82602000000003,,3148.757,,792.3433,,,161.52972,,383.93576,3292.887,5327.708000000001,1160.6973,9027.542,2294.1162666666664
AT1G37130-AT3G17609,,,,,,,,,,,,,,,,,,544.00446,233.79095,,544.00446,388.897705
AT3G24650-AT4G16160,,1616.273,,,,,,,,,386.02377,,195.28208999999998,,,302.55072,,,,,1616.273,625.0323950000002
AT3G24650-AT3G51810,,,,,,,,,,,,,301.75427,,,,,,,,301.75427,301.75427
AT1G16490-AT5G48930,,864.9624,,,,,,,,,,,,,,,,,,,864.9624,864.9624
AT1G16490-AT1G51680,,,,,,,,,,,354.13235,,,,,,,,,,354.13235,354.13235
AT1G16490-AT3G61910,,,,,,,,,,212.37172,,,,,,,,,,,212.37172,212.37172
AT1G16490-AT5G62380,,,,,,,,,,,,,,178.38762,,,,,,,178.38762,178.38762
AT1G16490-AT4G34050,,554.20447,,,,,,,,,,,,178.46526,,,,,,,554.20447,366.334865
AT2G23580-AT4G09820,,,,,,,,,,,615.8046,,,,,,,,,,615.8046,615.8046
AT2G23580-AT3G13540,,461.94372999999996,,,,,,,,,,,,,,,,,,,461.94372999999996,461.94372999999996
AT4G25470-AT5G59820,,,1517.1471,390.10712,,,226.93472000000003,,,,,214.65846000000002,181.46405,1138.2266,,,,226.36131,818.4292,,1517.1471,589.16607
AT4G25470-AT4G25490,2718.5308,34644.54,5165.8228,9714.843,6381.66,24296.377,6831.239000000001,7461.3477,11862.228000000001,10981.412,515.5607,13112.774,7015.0693,9891.214,3050.8013,1148.9127,11470.226999999999,7565.5654,16878.498,4253.248,34644.54,9747.993535
AT4G25470-AT5G52310,,,,,,,,,,,,,205.56242,,,,,,293.3941700000001,134.49228,293.3941700000001,211.14962333333332
AT4G25470-AT4G25480,931.8557,11597.661,1810.5979,4429.1577,5107.3975,17853.186,6559.1523,3335.8628,5943.685,5834.684,,8733.702,3767.1099,4719.169,513.75757,1136.1536,6958.223000000001,6976.998000000001,14440.633,4357.7170000000015,17853.186,6052.9843668421045
AT4G09820-AT5G42800,405.80765,21349.436,2764.8762,2271.0073,605.7169,16860.12,6635.1,3224.6697,,7393.355,1211.922,6802.648,4034.151,7462.8574,1603.6823,246.35387999999998,2216.9114,7298.464,8512.846,2223.5386,21349.436,5427.550701578946
AT4G09820-AT5G67420,,,,,,,,,,,,431.91152999999997,,,,,,666.06055,,,666.06055,548.98604
AT1G21970-AT4G27160,,,123.14416499999999,,,,,,,,,,,,,,,,,,123.14416499999999,123.14416499999999
AT1G21970-AT3G54320,,,,,,,,,,,,250.04578999999998,,,,,,,,,250.04578999999998,250.04578999999998
AT1G21970-AT5G40360,,,,,,,,,,,,,,,,182.59691999999998,,,,,182.59691999999998,182.59691999999998
AT1G21970-AT1G28300,,,,,,,,,,,1971.4247,,,,,,,,,,1971.4247,1971.4247
AT1G21970-AT3G27785,,,,,,,,,,,1984.1672,,,,,,,,,,1984.1672,1984.1672
AT1G21970-AT3G26790,,1455.8857,,,,,,,,,,,,,,,,,,,1455.8857,1455.8857
AT1G19850-AT4G32880,,,,,,,,,,216.14307000000002,,206.64944,,,,,,,,,216.14307000000002,211.396255
AT4G32880-AT4G37650,180.49588,2332.9229,135.56201000000001,411.89954,,1504.0024,,,379.1582,,,414.28732,,608.9897,,,1420.5316,,306.4108,134.83453,2332.9229,711.7358981818182
AT3G54320-AT5G49190,,1093.8888,,,,,,,,,,,,,,,,,,,1093.8888,1093.8888
AT3G54320-AT5G15530,,765.35443,,,,,,,,,402.97217,,143.50005,,,,,,,,765.35443,437.27555
AT3G54320-AT5G52920,,1679.9283,236.38667,,,,,,2455.1428,,1689.3091,,,,,,,168.32535,,,2455.1428,1245.818444
AT2G36270-AT5G66400,,801.68286,,190.54518000000002,,,,,,,,1718.8845,,,,,,,,,1718.8845,903.7041800000001
AT2G36270-AT3G51810,,,,,,,,,,,,,150.96832,,,,,,,,150.96832,150.96832
AT2G36270-AT3G03450,,1487.6921,,,,,,,,,,,,,,,,,,,1487.6921,1487.6921
AT2G36270-AT2G40170,,,,,,,,,,,303.07513,,245.56493999999998,,,,,,,,303.07513,274.320035
AT1G71030-AT5G42800,,,,,,,,,,,325.6342,,,,,,,,,,325.6342,325.6342
AT1G71030-AT3G13540,,,,,,,,,,,1467.4705,,,,,,,,,,1467.4705,1467.4705
AT2G46410-AT5G14750,,,,,,,,,,,,,,,,146.31897,,,,,146.31897,146.31897
AT2G46410-AT5G40330,,,,,,721.5858,,,,129.71521,,,458.9274,148.45062,,,,,,,721.5858,364.6697575
AT1G20440-AT4G25490,,,,,163.58053999999996,776.4580000000003,,,,228.57135,,,,,,,225.86902999999998,,183.97406,1049.3693,1049.3693,437.97038
AT1G20440-AT4G25480,,,,,,,,,,,,,,157.3526,,,,,,150.17463999999995,157.3526,153.76362
AT2G46830-AT5G52310,,,,,,,,,,,,,,,,,,,,97.53,97.53,97.53
AT2G46830-AT5G61380,152.0883,,,,,,121.81947,808.8039,2435.9521,274.26855,,341.07602,,,382.69247,783.2178,218.39203999999998,325.29626,,410.34143,2435.9521,568.5407581818182
AT2G46830-AT3G59060,,,,,185.13438,,265.87592,,,,,821.7569599999997,215.44551,,,,,,166.88522,,821.7569599999997,331.0195980000001
AT2G46830-AT5G37260,,,,,,,260.37753,,,190.04637,,,,193.19093,,,,,,,260.37753,214.53827666666663
AT2G46830-AT5G02810,147.99878,,,,167.82413,,,,,,,,,,,,174.89973,,,,174.89973,163.57421333333332
AT1G01060-AT5G61380,232.05187999999998,947.96985,127.75191000000001,,,2058.4746,,830.7247,2522.6643,,151.31432,1151.2401,125.67696000000001,,523.8303,537.42487,,2198.6323,314.71862999999996,209.30066000000002,2522.6643,852.2696700000004
AT1G01060-AT1G32900,619.83575,930.9743699999999,,,606.8842,17853.488,1245.2598,,,6082.993,,967.1795699999999,1729.422,1635.0258,,,6541.8594,,14925.68,1578.6844,17853.488,4559.7738574999985
AT1G01060-AT5G37260,,,,,,,,,,204.3713,,,218.24356,,,360.8983,,,,,360.8983,261.1710533333333
AT2G40080-AT5G11260,,,,182.42566000000002,,,,,887.4363400000003,,,,,,,,,,,,887.4363400000003,534.931
AT2G40080-AT2G46830,277.1487,1548.9564,330.7290000000001,,,2169.3574,674.2236,2405.3472,2599.3360000000002,190.88756999999998,,1424.6187,230.50258,633.2205,318.6599700000001,1093.9569,1930.3221,269.77383,931.6532599999999,158.3512,2599.3360000000002,1011.0026417647059
AT1G04250-AT1G28300,,,,,,,,,,,,,,185.99393,,,,,,,185.99393,185.99393
AT1G44800-AT4G36540,,,,,,,,,,,301.12363,,,,,,,,,,301.12363,301.12363
AT1G02340-AT4G16780,96.975105,,,,2227.8782,7340.776,4989.7417,,,3840.8784,,5026.936,634.77136,1976.6107,534.8031,,2404.6787,745.3101,5943.814,2172.8743,7340.776,2918.1575126923076
AT1G08560-AT5G11510,282.6265,13473.671999999999,324.38934,4636.4546,289.6867,2975.2,2341.876,324.1943,1674.8024,1085.5034,181.94267,2488.3945,676.38086,281.48273,434.98815999999994,,532.3729,281.9686,407.7481,959.7802,13473.671999999999,1771.234945263158
AT2G25490-AT3G20770,,,,,,,,,,134.50195,271.61312999999996,,,,,,,,,,271.61312999999996,203.05754
AT2G16910-AT3G51590,,2278.6091,1951.8136,306.751,,,,,,,,,,,,,,,,,2278.6091,1512.3912333333335
AT2G16910-AT3G13220,,,162.46813999999995,,,,,,,,,,,,,,,,,,162.46813999999995,162.46813999999995
AT2G16910-AT4G00040,,,134.08071999999999,,224.7391,,,,,,,,,,,,,,,,224.7391,179.40991
AT4G03060-AT5G61420,104.11449,3788.3467,,1459.3347,197.09698,4240.582,1341.1647,,691.35077,2177.8247,797.98645,2774.7458,941.85864,119.83108,,134.35,1066.2367,656.2279,5247.755,199.78204,5247.755,1525.7993323529413
AT1G30950-AT1G69120,,,,,,,,,,,,,,175.5404,,,,,,,175.5404,175.5404
AT4G00180-AT4G37750,,,285.0772,,,,,,,,,,,,,,,,,,285.0772,285.0772
AT2G17950-AT2G27250,555.9488,,,,,,,,,,,,,,,,,,,,555.9488,555.9488
AT2G17950-AT4G18960,,,426.57312,,,,,,,,,,,,,,,,,,426.57312,426.57312
AT2G17950-AT4G27330,,1429.7932,2598.692,,,,,,,,,,,,,,,,,,2598.692,2014.2426
AT3G06490-AT3G27810,,609.2864400000002,134.39021,,,462.48148,,,,,,,668.84985,,,,,,,,668.84985,468.751995
AT3G06490-AT5G40350,,,143.08844,,,,,,,,,,,,,,,,,,143.08844,143.08844
AT3G06490-AT3G27810,,,159.63086,,,,,,,,,,,,,,,,,,159.63086,159.63086
AT1G34370-AT5G07440,,518.6052,,358.57156000000015,,,,972.4794300000001,,,,,313.02454,,175.47754,164.2646,,284.29446,1321.2938,,1321.2938,513.50139125
AT1G02400-AT4G25490,,,,,,,,,,,,,,176.56433,,,,,,,176.56433,176.56433
AT1G32640-AT3G45140,,,,,,,,,,,,,,,,,187.85007,,,,187.85007,187.85007
AT1G32640-AT3G16470,,,,,,,,,,,,,,,369.79733,,347.34744,,,,369.79733,358.572385
AT1G32640-AT5G47220,,,171.31099999999995,,,346.9504,,,,,176.4117,,269.90054,169.7657,,,,,,114.8097,346.9504,208.19150666666667
AT1G32640-AT3G15210,,,,397.74655,,433.70914000000016,,,,,,1132.5939,230.49228,142.30244,236.23814,,717.4439,,,250.83118,1132.5939,442.66969125
AT1G32640-AT4G25470,,435.17,,1011.17584,,,,,,,934.77795,,,,,,,,,,1011.17584,793.70793
AT1G12860-AT5G53210,268.5984,934.9635599999999,,,,,,,,,1545.6188,341.8851,401.4377,,,,,,,,1545.6188,698.500712
AT3G15500-AT5G51070,,,516.4343,,,,,,,,,,,,,,,,,,516.4343,516.4343
AT4G27410-AT5G51070,,,230.97772,,,,,,,,,,,,,,,,,,230.97772,230.97772
AT2G20180-AT5G53290,,,,,,501.39635999999996,,,,,,,,,380.0909,,,,,,501.39635999999996,440.74363
AT2G20180-AT3G11540,,,,,,,,,,,352.90012,,,,,,,,,,352.90012,352.90012
AT1G77760-AT5G52830,,,,,,,,,,,,,,,,,,372.37137,,,372.37137,372.37137
AT1G77760-AT5G57660,,,608.41266,,,,,,,,,,,,,,,322.41174,,,608.41266,465.4122
AT2G40220-AT4G27160,,,,,,,,,,,,213.9573,,,,,,,,,213.9573,213.9573
AT2G40220-AT3G24650,,1079.879,,,,,,,,,,,,,,,,,,,1079.879,1079.879
AT4G08150-AT5G02030,,530.33,,,,,,,,,,,,,,,,,,,530.33,530.33
AT4G22680-AT5G12870,,,590.1411,,,,,,,,,,122.05551000000001,,,,,,,,590.1411,356.09830500000015
AT4G34160-AT4G37750,,7603.9976,807.09564,917.20416,577.544,923.437,303.95078,1872.4397,1964.7926,240.08373999999998,741.1365,785.8494,457.0553,758.3669,114.57115,887.50323,754.3344,867.418,,259.2041,7603.9976,1157.5546777777777
AT2G31160-AT3G15170,,,354.93408,,,,,,,,,,,,,,,,,,354.93408,354.93408
AT2G24570-AT4G31550,660.1885,2187.9988,218.93187999999998,1167.2251,777.21326,1840.7420000000002,,730.7128,2654.5884,,293.23618,1559.7736,838.9695,859.2079,196.69766,1384.7281,1833.6587,410.48972000000003,,371.53162000000003,2654.5884,1057.9937482352943
AT2G22770-AT3G15950,86.53582,8302.423,323.56323,625.5884,1594.3009,4077.2556,494.04105,2279.1047,965.6391,660.5355,674.09485,236.97665,165.69272,1643.6070000000002,112.32348999999999,768.30743,863.0217,1126.1019999999999,1983.8533,601.69507,8302.423,1379.2330755
AT2G22770-AT3G09260,,10093.945,474.01984000000004,1568.7568,797.7725,2097.4746,553.8898,1504.5073,753.47504,726.8846,2352.7422,,,725.3510000000001,,269.05215,696.2533599999997,309.88605,620.12585,289.3027,10093.945,1489.589924375
AT2G28610-AT4G00180,,,275.87115,,,,,,,,,,,,,,,,,,275.87115,275.87115
AT4G39950-AT5G60890,,5216.5166,270.83972,1793.2462,,,335.3971,1168.4192,3396.1453,,635.2006,844.0252,362.35367,338.26288,,254.15673999999999,,799.1931,746.1728,,5216.5166,1243.0714700000005
AT1G65060-AT4G38620,,,,,,,,,,,,,,,,,,,203.48567,,203.48567,203.48567
AT4G31500-AT5G60890,,1089.2944,442.10507,210.55557000000002,,,569.6216,,1052.9369,,2132.6526,,,440.24753,,,,,,,2132.6526,848.2019528571428
AT1G65620-AT2G45190,,,,,,,,,,,318.62146,,,,,,,,,,318.62146,318.62146
AT1G51680-AT4G38620,,,,593.9524,,,,312.2122,565.73816,,,,,,,,168.92134,1850.9952,,,1850.9952,698.3638599999998
AT1G63650-AT5G13930,,,,,,,,,,139.29214,,,,,,,,,,,139.29214,139.29214
AT1G63650-AT5G53200,,,,,,,,,,,1406.4497,,,,,,,,,,1406.4497,1406.4497
AT1G63650-AT1G79840,,,768.3833,,,,,,559.5169999999998,,1060.923,,,,,,,,,,1060.923,796.2744333333335
AT1G69180-AT5G20240,,12403.393,3508.5286,480.724,,296.0637200000001,,,,474.4926,,,,328.8939200000001,729.3539999999997,,,714.10223,,,12403.393,2366.94400875
AT1G69180-AT3G54340,,2657.8655,190.89314,,,,,,,,,,,1028.0786,,,,,,,2657.8655,1292.27908
