edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
AT1G69180-AT5G20240,,0.10745899999999999,0.184326,,,,0.0321434,,,0.0330134,,,,,0.06904310000000001,,,,,,0.184326,0.08519698
AT1G69180-AT4G18960,,,,,,,,,,,,,,,,,,0.050763699999999995,,,0.050763699999999995,0.050763699999999995
AT1G24260-AT3G54340,,0.0975489,0.20850300000000002,,,,,,,0.0362892,,,,,,,,,0.0511274,,0.20850300000000002,0.098367125
AT1G24260-AT4G18960,,0.0748478,,,,,,,,,0.17647100000000002,,,0.0792953,,,,,,,0.17647100000000002,0.1102047
AT1G24260-AT4G09960,,,,,,,,,,,0.20410899999999998,,,,,,,,,,0.20410899999999998,0.20410899999999998
AT2G16910-AT3G51590,,0.038648400000000006,0.319914,,,,,,,,,,,,,,,,,,0.319914,0.1792812
AT2G33810-AT5G60910,,,,,,0.0413953,0.0426017,,,0.0678059,,,,,,,0.0366585,,,0.059515,0.0678059,0.04959528
AT1G19220-AT5G20730,,,,0.0840489,,,,,,,,,,,,,,,,,0.0840489,0.0840489
AT1G19220-AT4G14550,,,,,,,,,0.0865889,,,,,,,,,,,,0.0865889,0.0865889
AT3G12580-AT5G05410,,,,0.172531,,,,,,,,,,,,,,,,,0.172531,0.172531
AT2G26150-AT3G24500,0.4149600000000001,,0.410987,,,,,,,0.384397,0.214354,,,,0.648642,,,0.331692,,,0.648642,0.4008386666666666
AT2G27300-AT3G03450,,,,,,,,,,,0.10231699999999999,,,,,,,,,,0.10231699999999999,0.10231699999999999
AT5G05410-AT5G52300,,,,,,,,,,,0.20627600000000001,,,,,,,,,,0.20627600000000001,0.20627600000000001
AT3G58780-AT5G67110,,0.04487530000000002,0.230479,,,,,,,,,,,,,,,,,,0.230479,0.13767715
AT2G26250-AT3G28910,,,,0.0847186,,,,,,,,,,,,,,,,,0.0847186,0.0847186
AT1G76420-AT5G53950,,0.0465362,,,,,,,,,,,,,,,,,,,0.0465362,0.0465362
AT1G76420-AT5G61850,,,,,,,,,0.0185923,,,,,,,,,,,,0.0185923,0.0185923
AT3G54340-AT5G20240,0.0626913,0.10718299999999999,0.458813,,,,,,,0.0501215,,,,0.125883,,,,,,,0.458813,0.16093836
AT3G54340-AT5G61850,,,,,,,,,,0.029011500000000006,,,,,,,,,,,0.029011500000000006,0.029011500000000006
AT2G42530-AT4G25480,0.118807,,,,0.184665,,0.165418,,,0.336235,,,0.117906,,,,,,,0.189094,0.336235,0.18535416666666668
AT2G24570-AT4G31550,0.340464,0.103598,0.11854,0.16175499999999998,0.23761,0.162805,,0.265106,0.251756,,0.0885939,0.164578,0.213153,0.175179,0.203681,0.4194520000000001,0.376321,0.22027399999999997,,0.127676,0.4194520000000001,0.2135612882352941
AT4G18960-AT4G27330,,,0.197439,,,,,,,,,,,,,,,,,,0.197439,0.197439
AT1G08560-AT5G11510,,0.39012800000000003,,0.34117600000000003,,,0.30343400000000004,,0.304056,0.209894,,0.26064499999999996,,,,,,,,,0.39012800000000003,0.30155550000000003
AT1G12370-AT3G17609,,,,,,,0.421401,,,,,,,,,,,,,,0.421401,0.421401
AT1G23420-AT5G41410,,,0.113381,,,,,,,,,,,,,,,,,,0.113381,0.113381
AT1G23420-AT5G42630,,,0.137795,,,,,,,,,,,,,,,,,,0.137795,0.137795
AT1G03840-AT4G37650,,,,,,,,,0.09688,,,,,,,,,,,,0.09688,0.09688
AT4G03060-AT5G61420,,,,,,,,,,0.34732199999999996,,,,,,,,,,,0.34732199999999996,0.34732199999999996
AT1G65480-AT5G37260,,,,,,,,,,,,0.0146221,,,,,,,,,0.0146221,0.0146221
AT1G65480-AT5G15840,,,,,,,,,,,,,0.021232499999999998,,,,,,,,0.021232499999999998,0.021232499999999998
AT1G55580-AT5G53950,,,,,,,,,,,,,,0.029022700000000002,,,,,,,0.029022700000000002,0.029022700000000002
AT1G71030-AT3G13540,,,,,,,,,,,0.191631,,,,,,,,,,0.191631,0.191631
AT2G42830-AT5G02030,,,,,,,,,,,0.131195,,,,,,,,,,0.131195,0.131195
AT2G42830-AT4G09960,,0.057681399999999994,0.365125,,,,,,,,0.21855300000000005,,,,,,,,,,0.365125,0.21378646666666667
AT4G09960-AT4G18960,,,,,,,,,,,0.163856,,,,,,,,,,0.163856,0.163856
AT1G01380-AT3G27920,,,,,,,,,,,,,,0.037716,,,,,,,0.037716,0.037716
AT2G46410-AT5G40330,,,,,,0.0353776,,,,0.0415004,,,0.0286159,,,,,,,,0.0415004,0.035164633333333334
AT1G06160-AT5G44420,,,,,0.15590299999999999,,,,,,,,,,,,,,,,0.15590299999999999,0.15590299999999999
AT1G06160-AT5G47220,,,,,0.135384,0.17236400000000002,,,,0.23122600000000001,,0.07468960000000001,0.101625,0.10378299999999999,,,,,0.162424,0.17471199999999998,0.23122600000000001,0.14452595
AT1G34370-AT5G07440,,,,0.172226,,,,0.332262,,,,,0.257486,,0.34359,,,,,,0.34359,0.276391
AT4G37750-AT5G60690,,,,,,,,,,,,,,,,,,,,0.136022,0.136022,0.136022
AT2G43360-AT3G54320,,0.10744400000000001,,,0.04994559999999999,,,,,,,,,,,,,,,,0.10744400000000001,0.07869480000000001
AT2G33860-AT2G37630,,0.101357,,,,,,,,,,,,,,,,,,,0.101357,0.101357
AT1G69120-AT3G54340,0.06387469999999999,0.0959876,,,,0.0341412,0.038392699999999995,,,0.07601849999999999,,,,0.12290699999999999,,,,0.051859300000000004,0.0916335,,0.12290699999999999,0.0718518125
AT1G69120-AT5G60910,,,,,,,,,,,,,,,,,,,0.0523134,,0.0523134,0.0523134
AT1G69120-AT5G20240,0.07657130000000001,0.105027,0.22363200000000005,,,,,,,,,,,0.145176,,,,,,,0.22363200000000005,0.137601575
AT1G69120-AT4G18960,,,,,,,,,,,,,,0.0752944,,,,0.0517011,,,0.0752944,0.06349774999999999
AT2G37630-AT4G08150,,,,,,,,,,,,0.110073,0.0608556,,,,,,,0.057240199999999984,0.110073,0.07605626666666666
