edge,chemical,development,flower,hormone-aba-iaa-ga-br,hormone-ja-sa-ethylene,leaf,light,nutrients,root,rosette,seed,seedling1wk,seedling2wk,shoot,stress-light,stress-other,stress-pathogen,stress-salt-drought,stress-temperature,wholeplant,wt,avgwt
AT2G15050-AT4G25480,,,,,0.00166123408944091,,,,,,,,,,,,,,,,0.00166123408944091,0.00166123408944091
AT1G12860-AT5G53210,0.00495205365291362,0.00201589234875095,0.00237339655800304,,,,0.00349190936065477,0.0116427628761079,,0.00427447798495164,0.002151452899607361,0.0018768148230915696,0.00111025977955695,0.00182786803451525,0.00425062016084469,0.0184354531115433,,0.00553552254872866,0.006829803886687071,,0.0184354531115433,0.005054877716139769
AT2G43010-AT5G13930,,,,,,,,,,,,,0.00032496855632763904,0.000268433726040496,0.00495832768311594,,,,0.0015853852863231099,,0.00495832768311594,0.0017842788129517962
AT4G00180-AT4G37750,,,0.00871587379505034,,,,,,,,,,,,,,,,,,0.00871587379505034,0.00871587379505034
AT3G60750-AT4G36540,0.00170497833520706,0.000453167691067467,,,,,,,,,,,,,,0.0621855347165598,,0.0109424756583805,,,0.0621855347165598,0.018821539100303705
AT3G60750-AT5G61420,,,,,,,,,,,,,,,,,,0.00423508207422189,,,0.00423508207422189,0.00423508207422189
AT1G19670-AT3G56400,,,,,,,,0.0115711179762575,,,,,,,,,,,,,0.0115711179762575,0.0115711179762575
AT3G26744-AT5G53210,0.0009035292964046741,0.00103171140568329,,,,,,,,,,,,,,,,,,,0.00103171140568329,0.0009676203510439821
AT2G26250-AT3G28910,,0.0017485577944333901,,,,,,,,,0.0023941641381545198,,,0.00822838648495111,,,,,,,0.00822838648495111,0.00412370280584634
AT2G24570-AT4G31550,0.0846045068127949,0.00324680985830677,0.0015595430353137804,0.0147543232759522,0.0460076798000428,0.0186358989446065,,0.0394884503656442,0.0413588635569536,,,0.0146229575679949,0.0461158136101462,0.015831627014864,0.0194947630315096,0.0955895914267134,0.12067993859293301,0.0292118833329896,0.00226747933022355,0.00618187602639778,0.12067993859293301,0.03527364738725805
AT2G24570-AT3G45140,,,,,,,,0.0318222164063081,,,,,,,,0.0294307182309306,,0.0141899494715213,0.00124162221470491,,0.0318222164063081,0.019171126580866227
AT1G71030-AT5G42800,,,,,,,,,,,0.00280516552075172,,0.000513371561798153,,,,,,,,0.00280516552075172,0.0016592685412749365
AT1G71030-AT4G09820,,,,,,,,,,,0.00180785468707982,,,,,,,,,,0.00180785468707982,0.00180785468707982
AT1G71030-AT3G13540,,,,,,,,,,,0.0119543779422603,,,,,,,,,,0.0119543779422603,0.0119543779422603
AT1G09530-AT5G13630,0.0029519613049588,,,,,,,0.0183260796068753,,,,,,,,,,,,,0.0183260796068753,0.01063902045591705
AT1G09530-AT1G44446,0.00101240761165139,,,,,,,0.008419554805670429,,,,,,,,,,,,,0.008419554805670429,0.004715981208660909
AT1G34370-AT5G07440,0.0493758203041629,0.0114377555074367,,0.0200426653279406,,,0.0566966492279929,0.0911429745854047,,0.0317614025986312,,,0.05407319130296799,,0.0943630448851957,0.0425577589060561,0.0606185231326995,0.0572897735279764,0.0546348954440865,,0.0943630448851957,0.05199953789587927
AT1G34370-AT3G22200,,,,,,,0.00102813512162522,,,0.00171972750622665,,,,,0.0026408439953037803,,,0.00429769411828208,0.00209230635502081,,0.00429769411828208,0.002355741419291708
AT1G03840-AT3G54220,,,,,,,,,0.0018748228598791398,,,,,,,,,,,,0.0018748228598791398,0.0018748228598791398
AT1G03840-AT4G37650,,,,,,,,0.009896972012692693,0.0022253205440063107,,,,,,,,,,,,0.009896972012692693,0.0060611462783495005
AT1G62290-AT3G26790,,,,,,,,,,,0.020031959617931,,,,,,,,,,0.020031959617931,0.020031959617931
AT2G42540-AT5G05410,,,,,,,,,,,,,0.0005285835434621518,,0.00203590601858069,,,,,,0.00203590601858069,0.001282244781021421
AT2G42540-AT4G25490,,,,,,,,,,,,,,,,,,,0.00246292104306799,0.0007543329241957612,0.00246292104306799,0.0016086269836318755
AT2G42540-AT4G25470,,,,,,,,,,,,,,,,,,,0.00264511623152085,0.000893597230263501,0.00264511623152085,0.0017693567308921755
AT2G42540-AT4G25480,,0.000465199138719751,0.00144995028640798,0.000737791853634921,0.00622083088927153,0.008254775444144009,0.000745324888980767,,,0.0180499598386599,,0.000449470689756525,0.00128925521639656,0.00305973232661903,0.00642503698932089,,,,0.0256306599796285,0.0094148726381313,0.0256306599796285,0.006322527706128589
AT3G01420-AT4G36540,0.00100963314180724,,,,,,,0.0222658879576695,,,,,0.000253829870306012,,,0.0206217781077897,,,,,0.0222658879576695,0.011037782269393113
AT2G42530-AT4G25480,0.00208533249609271,0.000730876534289885,0.00290505825381825,0.000712669780535733,0.0116113988074907,0.0275806343626068,0.0101143196961781,,,0.0637434831548105,,0.000612998730426119,0.00500337787720527,0.00773548570851838,0.0242556135329461,,0.0135258334028484,,0.0710972577983802,0.0174821982256119,0.0710972577983802,0.017279769224117274
AT2G20180-AT5G67030,0.00142642623403907,,,,,,,,,,,,,,,,,,,,0.00142642623403907,0.00142642623403907
AT2G20180-AT4G27440,0.0020294332997943198,,,,,,,,,,,,,,,,,,,,0.0020294332997943198,0.0020294332997943198
AT2G20180-AT5G20960,0.00163573204814965,,,,,,,,,,,,,,,,,,,,0.00163573204814965,0.00163573204814965
AT2G20180-AT5G66880,,,,,,,,,,,,,,0.000158452445822807,,,,,0.00134245349749701,,0.00134245349749701,0.0007504529716599084
AT2G20180-AT3G44320,,,,,,,,,,,,,,,0.00212601868963269,,,,,,0.00212601868963269,0.00212601868963269
AT2G20180-AT3G04730,,,,,,,,,,0.00134995747633211,,,,,,,,,0.00520948712398009,,0.00520948712398009,0.0032797223001561
AT2G20180-AT5G53290,,,,,,,,,,,,,,,0.00191856889776651,,,,0.00482189784915131,,0.00482189784915131,0.0033702333734589108
AT2G20180-AT5G42750,,,,,,,,,,,,,0.000321982784547025,0.000242049141554833,0.00352392921200081,,,,0.0100197651207618,,0.0100197651207618,0.0035269315647161173
AT2G20180-AT4G18710,,,,,,,,,,,,,,,0.00388498206188205,,,,,,0.00388498206188205,0.00388498206188205
AT1G62360-AT1G76420,,,0.0029520829134014803,,,,,,,,,,,,,,,,,,0.0029520829134014803,0.0029520829134014803
AT3G30775-AT3G54620,0.0063529886530861715,0.0006452472227896952,,0.0009186850957087553,0.0036576642099922,0.00170472202132489,0.0108949733356488,,,0.005185750380383,,,0.0021912139987664,,,,,,0.00220317927428304,0.00305285650981261,0.0108949733356488,0.003680728070179556
AT2G33380-AT4G27410,0.00154848295924969,,0.0028621354522326,0.009961223983860509,0.0114106981329882,0.0222656530086622,0.00162763302521801,,,0.00828240915278522,,0.00377427880286835,0.00209889817877438,0.0012254815992705599,0.0375410841472942,,0.0107322840308462,0.0146079865976747,0.0033367707978187396,0.0160928925326536,0.0375410841472942,0.009824527493479809
AT2G28160-AT5G03570,,,,,,,,0.100170686708926,0.00192317622895153,,,,,,0.00198742965372243,0.0281052910301489,,0.00552605562558719,,,0.100170686708926,0.027542527849467213
AT2G28160-AT3G58810,0.0025639066547693107,,,,,,,0.109205297868987,0.005773649478305671,,,0.000671967737097293,,,,0.060422293526850995,,,,,0.109205297868987,0.03572742305320205
AT2G28160-AT3G60330,,,,,,,,0.0354855532351047,0.00282382419084905,,,,,,,,,,,,0.0354855532351047,0.019154688712976875
AT2G42840-AT4G21750,0.00204561323294449,0.008835682482144459,0.0263919826703202,,,0.0011510456082183599,,0.0198443642643199,,0.00465230134618677,,0.00613802246165344,0.004986474282832621,,,0.0601834217605814,,,,0.00108065736424178,0.0601834217605814,0.013530956547344344
AT2G20610-AT5G61420,0.00247914299675025,0.00423206508628071,0.00396534295188492,,,,0.0157591545008958,,,0.0163501940414632,,0.0066553588203108,0.0053716848001045606,0.0162305380446997,0.0066825444753885795,,,0.00599319588524837,0.0363236508772177,,0.0363236508772177,0.010912988407294962
AT2G20610-AT5G60890,,0.00334569201822958,,0.0010488640477616,,,0.013208341823783,,0.0022081569949895198,,0.00187280499617382,0.007165285589686891,0.0005291131696566097,0.00020811223580496598,,,,,0.00125485117985508,,0.013208341823783,0.0034268024506601182
AT1G66200-AT4G36540,,,,0.0020709523845523,,0.0015607793440854801,0.0055605806737003,,,,,,,,,,,,,,0.0055605806737003,0.003064104134112693
AT1G12370-AT3G17609,,0.00202615448657572,,,,0.0020013334049784,0.0644293632577852,,0.00110390647568303,0.0197529350320939,,0.0117413874701798,0.00268614731295093,0.00372260590504317,0.0546600833948564,,,,0.0589940105432435,0.0009393358046703553,0.0644293632577852,0.0201870239170964
AT1G12370-AT5G11260,,0.000980935488648474,,,,,0.003102460493839989,,,,,0.00104718206192158,0.000898836469506293,0.000560601183424118,0.0892718126635599,,,,0.00248678887137162,,0.0892718126635599,0.014049802461753138
AT4G20380-AT5G61900,0.007238478811759391,,,,,,,,,,,,,,0.008591086141948341,,0.0152982286768982,,,,0.0152982286768982,0.010375931210201977
AT3G01220-AT3G01420,,,,,,,,0.0165775243414726,,,,,,,,0.0345241650875672,,,,,0.0345241650875672,0.025550844714519898
AT1G75040-AT3G56400,0.00162481109462891,0.000723240474192385,,,0.0134011911480101,0.0071035148631265295,,0.023578577033872002,,0.0149330653119048,,,0.000412083902909842,,,,0.0195482652501309,,,0.000524391094415767,0.023578577033872002,0.00909434890813236
AT1G75040-AT4G31800,,,,,0.0035553333076627103,0.0018143104166225398,,,,0.00166285574074621,,,,0.000103769417294179,,,,,,0.000909060517854626,0.0035553333076627103,0.0016090658800360536
AT2G14560-AT3G56400,0.00639099476507244,0.008850185215330809,0.00339772392820549,0.0033867718946492802,0.0769656771534491,0.0863855451632252,0.0149677417368711,0.0710602104323465,,0.14737042409211099,,0.00763476807302835,0.0214173779601964,0.0162775905781691,0.0214911428770012,0.0287396950271316,0.125339986715349,0.0171823160432959,0.0185387271354571,0.009399397587723141,0.14737042409211099,0.03804423757658959
AT2G14610-AT5G06960,,,,,,0.00129467018291196,,,,,,,,,,,,,,0.000816844987113734,0.00129467018291196,0.001055757585012847
AT2G14610-AT3G56400,0.00481947742047403,0.00196124100176456,0.0012972091621459801,,0.0135645314103157,0.00697356974010793,,0.0280269447904332,,0.00579096098444751,,0.0014966759113207,0.0035886699412257,0.00167961632691334,0.0029736030212897803,,0.0147538368197019,,,0.000785246261957896,0.0280269447904332,0.0067470448301614
AT2G14610-AT4G31800,,,,,0.00419666511446567,0.00179995711195308,,,,0.001228927024629,,,,0.000210385801777989,,,,,,0.0006265190050777098,0.00419666511446567,0.00161249081158069
AT2G14610-AT5G22570,0.0128730191221606,0.0018698363658162,0.0017755347805637398,,0.0536273386904868,0.035174539127293,,,,0.0400598120742673,,0.0015416745803920001,0.00470728001050785,0.0088852662371282,,,0.0386201039541388,,,0.0022314489586932602,0.0536273386904868,0.01830598671831344
AT2G30490-AT4G36540,0.0020592191682262603,,,,0.00470567639952709,0.00162212478225166,,,,,,0.000646857833881268,0.00200400376290247,,0.00272571152151162,,0.009347638468780109,,0.00300354005827392,,0.009347638468780109,0.0032643464994193
AT2G30490-AT4G38620,,0.000631792993186507,,,,,,,0.00449403956461996,,,,,,,,,0.00768854412511555,0.00175844300424131,,0.00768854412511555,0.003643204921790832
AT2G30490-AT3G18990,,,,,,,,0.0102232035692768,,,,,,,,,,,,,0.0102232035692768,0.0102232035692768
AT1G71830-AT5G13790,,,,,,,,,,,0.0020276009381429397,,,,,,,,,,0.0020276009381429397,0.0020276009381429397
AT1G20630-AT4G20380,,,0.0194572823076118,,,,,,,,,,,,,,,,,,0.0194572823076118,0.0194572823076118
AT3G56400-AT3G57260,0.0029251253683179,0.00143643134622222,0.00134514217097895,,0.00403133496013163,0.005703266969177221,,0.0167313218917612,,0.0116617087833086,,0.000268092433167777,0.00265892929578704,0.00114618329714196,,,0.0159767475704104,,,,0.0167313218917612,0.005807662189673172
AT3G54320-AT5G15530,,0.00345493558493202,,,,,,0.00912394518459012,0.0008194170003051661,,0.0285741249541255,,,,,,,,,,0.0285741249541255,0.010493105680988202
AT3G54320-AT5G52920,,0.0046769619609338,0.00600220699290016,,,,,,0.0151589628545869,,0.145502478105586,,,,,,,0.00832653801433199,,,0.145502478105586,0.03593342958566777
AT3G54320-AT5G49190,,,,,,,,,,,0.00800043368472182,,,,,,,,,,0.00800043368472182,0.00800043368472182
AT1G62990-AT5G12870,,0.0009931807622184901,0.00131068857373543,,,,,,0.00284484124068328,,,0.00041343289221107405,,0.000418827501616864,,,,,,,0.00284484124068328,0.001196194194093028
AT1G62990-AT1G71930,,,,,,,,,0.000647018548972034,,,,,,,,,0.00537590361431718,,,0.00537590361431718,0.003011461081644607
AT1G79180-AT2G37040,,0.00126113958676755,,0.0137397161939799,,,,0.0304133583338845,0.0587364080200248,,,,,,,,,0.0181152611354173,,,0.0587364080200248,0.024453176654014808
AT1G79180-AT5G48930,,0.00054941506045298,,0.0010271894236396,,,,,0.0157342259441315,,,,,,,,,,,,0.0157342259441315,0.005770276809408027
AT1G79180-AT2G40890,,0.0010788242692518599,,0.00149372668279387,,,,0.0237626163900293,0.0242746454112196,,,,,,,,,0.0162803989818924,,,0.0242746454112196,0.013378042347037405
AT1G79180-AT4G34050,,0.00123496329012912,,0.00353393596014835,,,,0.0206717987339254,0.0346087250561066,,,,,,,,,0.013739403858908998,,,0.0346087250561066,0.014757765379843694
AT1G79180-AT5G54160,,0.000527676463198277,,0.0020323128509287802,,,,,0.0274125323272257,,,,,,,,,0.004707079297740629,,,0.0274125323272257,0.008669900234773346
AT1G79180-AT5G12870,,,,,,,,,0.00253777390872943,,,,,,,,,,,,0.00253777390872943,0.00253777390872943
AT1G08560-AT5G11510,0.0184440553019977,0.107876180163298,0.15505468894540195,0.0944392392533333,,0.00503640951219722,0.0434642348157604,0.0150539849109719,0.0606590333171268,0.00866253553761008,0.0148087075984126,0.0314512876396028,0.0103698075770062,0.0217528239916906,0.0300031582000823,0.0235253147545538,,0.0100860900795277,0.009354019570151691,0.0333330385727396,0.15505468894540195,0.03852081165230359
AT1G08560-AT4G32730,,,0.00260461431115057,,,,,,,,,,,,,,,,,,0.00260461431115057,0.00260461431115057
AT3G22960-AT3G54320,,,,,,,,,,,0.0262584082912851,,,,,,,,,,0.0262584082912851,0.0262584082912851
AT3G22960-AT3G54320,,,,,,,,,,,0.00240881273830958,,,,,,,,,,0.00240881273830958,0.00240881273830958
AT2G43360-AT3G54320,,0.0051192163686868105,,0.0012738491603796198,,,,,0.00689692881163116,,0.0258415386468421,,,,,,,,,,0.0258415386468421,0.009782883246884923
AT2G43360-AT3G54320,,,,,,,,,,,0.0065808562935979606,,,,,,,,,,0.0065808562935979606,0.0065808562935979606
AT4G34160-AT4G37750,0.00705177724098197,0.0351804059410285,0.135588170403613,0.000793532551342613,0.0105912794369436,0.0126555286760322,0.00962605915360264,,0.00158029089062456,0.0296208899131093,0.0059260753945976,0.018898748123234,0.00559460711717805,0.0288537081706875,0.005366706583869989,0.047535476574463,,0.0108262713205216,,0.0045918485940814715,0.135588170403613,0.02178125741681833
AT1G03790-AT3G24650,,,,,,,,,,,0.0059665088407133285,,,,,,,,,,0.0059665088407133285,0.0059665088407133285
AT1G07890-AT5G59820,,,,,,,,,,,,,,,,,0.00710536134513799,,,,0.00710536134513799,0.00710536134513799
AT1G07890-AT5G16820,,,,,,,,,,,0.0121960191372762,,,,,,,,,,0.0121960191372762,0.0121960191372762
AT2G36270-AT5G66400,,,,,,,,,,,0.0238332470420735,0.000672576528199422,,,,,,,,,0.0238332470420735,0.01225291178513646
AT2G36270-AT4G16160,,,,,,,,,,,0.00324827343916075,,,,,,,,,,0.00324827343916075,0.00324827343916075
AT2G36270-AT2G40170,,,,,,,,,,,0.0397322427404081,,,,,,,,,,0.0397322427404081,0.0397322427404081
AT2G36270-AT3G51810,,,,,,,,,,,0.0194390791357824,,,,,,,,,,0.0194390791357824,0.0194390791357824
AT2G40170-AT3G24650,,,,,,,,,,,0.00141651134264319,,,,,,,,,,0.00141651134264319,0.00141651134264319
AT1G37130-AT3G17609,,,,,,0.0027841600993885,0.0186230574368362,,,0.0102809270021916,,0.00038596172724748,,0.000191266595880625,0.00577480610486345,,,0.00695407621620344,0.0113235497538267,,0.0186230574368362,0.00703972561705475
AT3G50970-AT5G05410,0.0038501254373791297,0.00298756209252479,,0.00533135216953681,0.0032815199053827892,0.00430989022300235,0.0101642119993055,0.017578819767419,0.00285710818884985,0.00791854869049197,0.0102998462983418,0.00959321901516521,0.00804884674916902,0.000925579986259221,0.0145466195348145,,0.00887305022271913,0.0890824153195529,0.00329850008462769,0.006255265513573779,0.0890824153195529,0.01162236006656197
AT1G24260-AT2G22540,,,,,,,,,,,,,,,,0.0236203320420498,,,,,0.0236203320420498,0.0236203320420498
AT1G24260-AT1G69120,,0.000648788282834541,0.0024920345232332,,,,,,,,,,,0.00121725677596875,,,,,,,0.0024920345232332,0.0014526931940121634
AT1G24260-AT3G54340,,0.00159071531961259,0.0142027188029936,,,,,,,,0.0122710884304975,,,0.0023344252203642197,,,,,,,0.0142027188029936,0.0075997369433669784
AT1G24260-AT4G18960,,0.00046300242765807997,0.00320172359681175,,,,,,,,0.00308226355359623,,,0.00016833360121068,,,,,,,0.00320172359681175,0.0017288307948191849
AT1G24260-AT4G09960,,,,,,,,,,,0.0131647246245275,,,,,,,,,,0.0131647246245275,0.0131647246245275
AT2G33810-AT5G60910,,0.00230083953707791,0.007541884023647179,,,,,,,0.0010002518533614,,,,0.0194709078880509,,,,,,,0.0194709078880509,0.007578470825534347
AT2G37630-AT2G45190,,0.00322324423078743,0.0213170143054171,,,,,,,,0.0240060678061128,0.000811887706892829,,0.000668810081693254,,0.0278798280879928,,,,,0.0278798280879928,0.012984475369816034
AT2G37630-AT4G08150,,0.000605230438587448,0.0028599840526125396,,,,,,,,0.00230465590782043,0.00424856589761416,0.00033076891697301,0.00015565164138149398,,,,,,,0.00424856589761416,0.0017508094758315134
AT2G46410-AT5G14750,,,,,,,,,,,,,,,,0.0324232184264707,,,,,0.0324232184264707,0.0324232184264707
AT4G03060-AT5G61420,,0.00112416134299207,,,,,0.00723884443079498,,,0.0404640261608179,,0.00135344434246223,0.00727217906625522,0.0070881455808562595,0.0051153566363885,,0.0277975606343216,0.0142951831254503,0.0324581507156639,0.00104293057221779,0.0404640261608179,0.013204543873474616
AT1G44800-AT4G36540,,,,,,,,,0.00159371956211074,,,,,,,,,,,,0.00159371956211074,0.00159371956211074
AT2G22770-AT3G09260,0.00132265113478139,0.0171291915506169,,0.00493362017984426,,,0.0009254093219152301,0.0753655167560267,0.0169926130332232,,0.0164703956287547,,0.000592502502394433,0.0034476733207134697,,0.0517481284830021,,0.00413361382526325,0.00190503764691698,0.0006644842201817533,0.0753655167560267,0.015048525969510331
AT2G22770-AT3G15950,0.0017174090880193,0.0142909722546737,,0.0018982005029338801,0.00139940386973386,,0.00260176474471993,0.111122757598268,0.0222474201029882,0.0012246529025247699,0.0067324426853554295,0.00495734199688941,0.000846991678896876,0.008718721025627159,,0.0741371030890984,,0.0162878260229103,0.00453573167157698,0.00129153350045151,0.111122757598268,0.017125642045916732
AT3G20770-AT5G25350,,,,,,,0.0520218025575549,,,0.00719547109818936,0.0139434499129426,,,,,,,,,,0.0520218025575549,0.02438690785622895
AT3G20770-AT4G27440,,,,,,,,,,,0.0052617444307913605,,,,,,,,,,0.0052617444307913605,0.0052617444307913605
AT3G04120-AT4G36540,,,,,,,,,,,,,,,,,,,0.00597804120968948,,0.00597804120968948,0.00597804120968948
AT1G63650-AT5G13930,,,,,,,0.00149444265395835,,,,0.00186244491971548,,0.00041814736547221803,0.00020084712946365,,,,,,,0.00186244491971548,0.0009939705171524249
