TP-FP\,PCT POS. INCL.\,PCT NEG INCL.\,SCALE POS WT\,NUM EDGES\,TOTAL EDGES\,TRAIN SET\,AUROC\,AUPR\,TEST SET\,TRAIN POSITIVES\,TRAIN NEGATIVES\,TRAIN TP\,TEST TP\,TOTAL TP\,TEST FP\,TRAIN FP\,TOTAL FP
TP-FP\,50.0\,50.0\,None\,1500000\,4610955\,1789\,0.9847645996680239\,0.975861733667446\,1789\,673\,1116\,673\,1116\,57\,54\,111\,0\,0\,0
TP-FP\,50.0\,50.0\,1.0\,1500000\,4610955\,1789\,0.9847645996680239\,0.975861733667446\,1789\,673\,1116\,673\,1116\,57\,54\,111\,0\,0\,0
