chemical,62589
development,23962
flower,54468
hormone-aba-iaa-ga-br,31026
hormone-ja-sa-ethylene,115391
leaf,85824
light,90603
nutrients,151305
root,30898
rosette,112115
seed,75839
seedling1wk,32781
seedling2wk,23730
shoot,18706
stress-light,197360
stress-other,1141553
stress-pathogen,300266
stress-salt-drought,179394
stress-temperature,156684
wholeplant,33042
