TP-FP\,PCT POS. INCL.\,PCT NEG INCL.\,SCALE POS WT\,TRAIN SET\,AUROC\,AUPR\,TEST SET\,TRAIN POSITIVES\,TRAIN NEGATIVES
TP-FP,50.0,50.0,None,1789,0.9714227734256269,0.9583209256539126,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9709653773772517,0.9587576328071743,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9653270455015408,0.9523940390163327,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.971585760161265,0.9614715358726145,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9682540094496854,0.9563526058503019,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9708509957028394,0.9640787602664916,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9717138423542068,0.9607917371563506,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9708223729185097,0.9614680567364158,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9732721598118876,0.9618599515008258,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.9681903196938316,0.9566258248115828,1789,673,1116,673,1116
TP-FP-AVG,50.0,50.0,None,-,0.9702404656396645+/-0.0021931106142096066,0.9592121069672002+/-0.003251728131132964,-,-,-,-,-
TP-FP,50.0,50.0,1.0,1789,0.970407805114785,0.9625566698528688,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9673229497527128,0.9580662418192263,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9709194276742565,0.9613058185597845,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9688125915957346,0.9603512784661301,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9778801561972106,0.9680581441978994,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9688913342666634,0.957693491625999,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9657434353329876,0.9550452346720262,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9710690387490212,0.9592547803894895,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9750793288271341,0.9681225669100492,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.9694269044850696,0.9596822525767464,1789,673,1116,673,1116
TP-FP-AVG,50.0,50.0,1.0,-,0.9705552971995577+/-0.0033944049113498057,0.9610136479070219+/-0.004040612533588056,-,-,-,-,-
