TP-FP\,PCT POS. INCL.\,PCT NEG INCL.\,SCALE POS WT\,TRAIN SET\,AUROC\,AUPR\,TEST SET\,TRAIN POSITIVES\,TRAIN NEGATIVES
TP-FP,50.0,50.0,None,1789,0.535020001344628,0.4200620599368417,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.5453645813912494,0.4352507290091895,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.5408945012050806,0.43115782920256696,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.5410674596583288,0.4284970576356854,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.534168609456691,0.42681881003635125,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.5339467811126064,0.4218499215762611,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.5382030731816729,0.4230499717643196,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.539017526635503,0.425741429457062,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.5497071549474973,0.4367434567295838,1789,673,1116,673,1116
TP-FP,50.0,50.0,None,1789,0.5356165812432275,0.42316382876287706,1789,673,1116,673,1116
TP-FP-AVG,50.0,50.0,None,-,0.5393006270176486+/-0.004887857287156334,0.4272335094110738+/-0.005372029593592658,-,-,-,-,-
TP-FP,50.0,50.0,1.0,1789,0.5369021489192691,0.4272860649333672,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5294828661597757,0.41996355254225587,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5423665407066418,0.433844798303496,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5432235928861259,0.43120127156351495,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5434302871007216,0.4304686814987252,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5465847184981294,0.43651507827184427,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5558728685100502,0.4456312301084622,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5307232998080232,0.41852436745025823,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5329326920360722,0.42127144630800917,1789,673,1116,673,1116
TP-FP,50.0,50.0,1.0,1789,0.5443403193266011,0.43483312339835817,1789,673,1116,673,1116
TP-FP-AVG,50.0,50.0,1.0,-,0.540585933395141+/-0.007711558819744886,0.42995396143782916+/-0.008015847981863063,-,-,-,-,-
