chemical,89923
development,44328
flower,69428
hormone-aba-iaa-ga-br,38267
hormone-ja-sa-ethylene,53027
leaf,52871
light,77578
nutrients,509082
root,44946
rosette,52591
seed,47210
seedling1wk,35846
seedling2wk,13918
shoot,12492
stress-light,152958
stress-other,1154595
stress-pathogen,280296
stress-salt-drought,304173
stress-temperature,121371
wholeplant,15115
