chemical,37160
development,421091
flower,94098
hormone-aba-iaa-ga-br,168130
hormone-ja-sa-ethylene,121678
leaf,304051
light,88935
nutrients,191380
root,257817
rosette,82680
seed,100172
seedling1wk,171358
seedling2wk,91796
shoot,83825
stress-light,52617
stress-other,100948
stress-pathogen,158726
stress-salt-drought,138512
stress-temperature,148851
wholeplant,54741
